cluster,category,precision
56,food_and_drink,0.21666666666666667
54,food_and_drink,0.3076923076923077
42,health,0.5294117647058824
48,autos_and_vehicles,0.18674698795180722
43,citizen_journalism,0.37681159420289856
60,travel,0.15789473684210525
61,conferences_and_other_events,0.43333333333333335
62,travel,0.21951219512195122
63,travel,0.3
64,travel,0.23076923076923078
49,default_category,0.26785714285714285
66,food_and_drink,0.3076923076923077
67,comedy,0.375
68,travel,0.25
69,autos_and_vehicles,0.24
52,citizen_journalism,0.3576158940397351
53,citizen_journalism,0.8012422360248447
24,school_and_education,0.5294117647058824
25,travel,0.20754716981132076
26,videoblogging,0.2
27,health,0.15
20,literature,0.42105263157894735
21,autos_and_vehicles,0.17391304347826086
22,travel,0.14035087719298245
23,citizen_journalism,0.6964285714285714
46,conferences_and_other_events,0.21428571428571427
47,default_category,0.2465753424657534
44,citizen_journalism,0.1320754716981132
45,conferences_and_other_events,0.175
28,music_and_entertainment,0.2631578947368421
29,food_and_drink,0.16091954022988506
40,citizen_journalism,0.17647058823529413
41,conferences_and_other_events,0.16981132075471697
1,travel,0.22857142857142856
0,food_and_drink,0.4915254237288136
3,travel,0.16129032258064516
2,travel,0.3829787234042553
5,citizen_journalism,0.28169014084507044
4,food_and_drink,0.375
7,travel,0.14
6,food_and_drink,0.1415929203539823
9,travel,0.20754716981132076
8,conferences_and_other_events,0.1728395061728395
51,conferences_and_other_events,0.225
39,literature,0.15625
65,travel,0.28
38,citizen_journalism,0.6470588235294118
59,travel,0.2542372881355932
58,conferences_and_other_events,0.31958762886597936
11,travel,0.21875
10,travel,0.22413793103448276
13,travel,0.30952380952380953
12,health,0.6590909090909091
15,travel,1.0
14,travel,0.2826086956521739
17,citizen_journalism,0.3469387755102041
16,videoblogging,0.2222222222222222
19,citizen_journalism,0.22727272727272727
18,gaming,0.19718309859154928
31,travel,0.10526315789473684
30,travel,0.1651376146788991
37,travel,0.15503875968992248
36,travel,0.20754716981132076
35,citizen_journalism,0.5975609756097561
34,food_and_drink,0.25333333333333335
33,health,0.2631578947368421
55,citizen_journalism,0.2
32,autos_and_vehicles,0.3157894736842105
57,travel,1.0
50,citizen_journalism,0.33707865168539325
