cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,0,4,0,9,4,0,0,0,0,1,0,2,0,1,2,3,0,1,0,0,2,1,1,0
10,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,1
11,2,1,2,1,5,10,5,1,1,2,0,0,0,0,1,1,1,3,0,1,0,0,2,15,4,2
12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13,0,2,1,17,1,3,0,0,3,0,1,0,1,0,0,0,0,1,0,2,0,0,0,7,2,0
14,2,3,1,152,11,9,5,0,0,0,1,1,16,0,0,3,2,0,0,2,4,0,2,18,3,1
15,0,0,0,4,1,4,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,5,0,1
16,4,7,0,10,12,18,16,2,4,21,0,14,2,2,7,3,4,8,4,4,4,0,1,34,9,9
17,4,1,0,6,3,2,4,0,2,2,0,0,1,0,0,0,0,4,0,0,0,0,0,6,1,2
18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6,20,5,126,12,41,46,6,5,36,24,34,5,31,15,5,11,7,12,25,19,0,7,146,39,16
2,3,3,0,1,8,0,1,1,1,9,1,0,0,4,2,2,0,14,0,0,0,0,8,16,11,3
20,11,21,14,15,27,61,74,9,3,10,2,19,22,5,5,8,15,4,1,7,27,3,14,50,20,2
21,2,5,0,10,6,7,5,0,1,1,0,1,0,8,1,8,0,1,0,0,1,0,2,10,2,5
22,6,9,0,0,2,4,1,4,0,10,1,0,0,0,1,2,1,2,0,1,2,0,2,10,3,3
23,1,2,0,24,1,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,4,0,3
24,19,78,1,30,18,45,20,9,3,41,1,100,8,21,1,5,14,13,1,4,10,0,39,54,12,15
25,19,6,0,1,5,2,1,0,1,15,0,1,0,0,0,0,0,1,0,0,1,0,3,16,1,2
3,8,35,1,53,1,26,17,2,3,18,8,10,4,7,0,3,4,5,0,2,3,0,12,26,6,7
4,4,2,0,3,8,14,2,3,1,21,2,18,1,2,4,2,4,2,0,4,1,0,0,27,15,2
5,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0
6,2,5,1,54,24,14,17,1,2,1,2,0,12,2,0,1,5,1,1,10,8,0,13,24,13,3
7,2,7,3,10,5,20,15,3,1,4,1,1,4,3,2,7,2,7,1,2,0,3,7,30,10,2
8,34,49,5,62,39,61,33,4,16,116,4,38,4,36,11,20,7,23,60,10,5,0,27,124,80,23
9,2,10,4,6,7,57,27,8,1,9,1,23,3,1,1,6,2,5,3,10,4,1,2,38,11,6
