cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,0,3,0,2,3,0,0,0,1,3,0,0,1,1,0,3,0,1,0,0,0,0,3,4,1,2
1,2,4,0,46,1,30,4,0,1,3,1,4,2,3,0,0,0,1,1,4,13,0,2,9,3,2
10,0,18,0,9,5,11,2,0,1,4,1,1,0,0,1,3,1,6,0,0,0,1,3,10,10,1
11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,8,0,8,7,4,6,1,1,5,2,0,2,3,0,4,1,2,1,2,0,0,2,13,9,1
14,1,1,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1
15,2,11,4,4,5,48,28,7,2,1,17,13,4,3,3,0,8,3,1,20,14,0,1,24,9,3
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,6,7,1,0,3,6,8,0,7,28,1,7,1,1,7,6,5,8,0,1,4,0,1,15,12,5
18,4,7,4,24,6,44,24,7,0,5,0,6,2,1,0,3,1,0,1,1,6,1,3,14,6,2
19,2,1,0,1,2,1,0,0,1,4,0,0,0,0,1,1,0,2,1,1,0,0,3,3,2,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,4,10,1,1,4,2,1,0,3,16,0,1,0,0,2,1,0,4,1,1,1,0,3,11,9,7
21,4,3,1,9,3,0,4,0,0,1,0,0,3,7,1,3,1,2,0,1,2,0,3,12,4,3
22,1,2,1,9,2,2,2,1,0,2,0,0,0,0,1,0,1,0,9,0,0,0,1,10,4,0
23,6,6,0,0,2,0,1,0,2,10,1,0,4,0,2,0,1,3,0,0,1,0,2,10,3,6
24,3,6,0,0,3,1,1,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,1,12,3,1
25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,3,3,1,63,4,16,5,1,0,0,0,4,1,4,1,1,1,1,0,1,6,2,2,14,4,1
27,3,2,2,23,1,15,8,4,0,3,0,1,1,2,2,1,0,2,12,4,1,0,1,19,1,5
28,0,1,1,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,14,0,3,0,0,9,0,1
29,0,0,0,28,1,0,1,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,5,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,5,4,0,1,7,4,9,1,3,37,2,8,1,0,4,1,1,4,0,0,2,0,0,19,8,4
31,2,3,2,1,4,11,11,0,2,5,0,4,6,3,5,9,2,0,5,1,1,0,0,22,10,2
32,1,1,1,4,2,6,7,1,0,5,1,49,0,0,0,0,6,3,0,3,1,0,34,21,3,0
33,4,1,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,2
34,3,4,1,1,4,9,8,0,0,1,0,35,0,1,1,1,5,0,0,0,0,0,0,7,4,0
35,7,9,0,3,11,1,2,0,2,2,0,0,4,2,0,2,0,3,0,1,0,0,5,9,3,1
36,7,2,0,0,4,1,4,0,3,5,0,1,8,3,0,1,1,4,0,0,0,0,4,10,5,4
37,4,7,0,0,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,0,0,0,5,3,2,2
38,2,2,0,12,5,1,5,1,0,0,0,1,5,5,1,3,1,2,0,0,0,1,1,8,0,4
39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
40,1,2,0,23,1,6,3,0,0,1,0,1,0,2,0,1,1,0,8,0,0,0,0,15,2,1
41,2,1,0,13,3,3,4,0,0,0,0,0,0,2,0,0,1,1,5,0,1,0,1,6,1,2
42,3,11,0,3,11,4,4,1,0,19,2,2,1,1,0,0,2,4,0,0,1,0,5,22,14,2
43,0,2,0,5,12,42,26,5,1,3,0,5,0,5,0,2,5,1,1,12,8,0,1,23,6,3
44,2,16,2,33,4,4,6,0,1,1,1,0,2,4,1,0,1,0,0,1,2,2,3,10,2,1
