cluster,category,score
cluster25,travel,0.21568627450980393
cluster68,food_and_drink,0.16182572614107885
cluster58,comedy,0.1643835616438356
cluster59,travel,0.2033898305084746
cluster54,music_and_entertainment,0.29411764705882354
cluster55,autos_and_vehicles,0.18181818181818182
cluster56,travel,0.2033898305084746
cluster57,health,0.32558139534883723
cluster50,travel,0.16216216216216217
cluster51,travel,0.25
cluster52,travel,0.2
cluster53,autos_and_vehicles,0.22972972972972974
cluster10,videoblogging,0.23529411764705882
cluster11,travel,0.1724137931034483
cluster12,travel,0.3018867924528302
cluster39,health,0.7066666666666667
cluster14,travel,1.0
cluster15,travel,0.20930232558139536
cluster16,citizen_journalism,0.2
cluster17,travel,0.25925925925925924
cluster18,food_and_drink,0.17857142857142858
cluster19,health,0.25
cluster30,autos_and_vehicles,0.35135135135135137
cluster31,technology,0.2708333333333333
cluster36,default_category,0.34444444444444444
cluster37,conferences_and_other_events,0.24324324324324326
cluster34,citizen_journalism,0.25925925925925924
cluster35,citizen_journalism,0.27419354838709675
cluster13,citizen_journalism,0.6536585365853659
cluster29,default_category,0.15714285714285714
cluster28,autos_and_vehicles,0.25190839694656486
cluster38,videoblogging,0.23333333333333334
cluster49,travel,0.2727272727272727
cluster48,citizen_journalism,0.3673469387755102
cluster43,travel,0.18518518518518517
cluster42,gaming,0.21568627450980393
cluster41,food_and_drink,0.4727272727272727
cluster40,travel,0.2857142857142857
cluster47,citizen_journalism,0.14
cluster46,citizen_journalism,0.5977011494252874
cluster45,conferences_and_other_events,0.2898550724637681
cluster44,conferences_and_other_events,0.2
cluster65,citizen_journalism,0.225
cluster64,health,0.6
cluster67,citizen_journalism,0.3163265306122449
cluster66,travel,0.2553191489361702
cluster61,food_and_drink,0.17777777777777778
cluster60,travel,1.0
cluster63,food_and_drink,0.5
cluster62,citizen_journalism,0.3448275862068966
cluster21,food_and_drink,0.16363636363636364
cluster20,conferences_and_other_events,0.19626168224299065
cluster23,food_and_drink,0.375
cluster22,travel,0.21428571428571427
cluster69,autos_and_vehicles,0.19166666666666668
cluster24,travel,0.20512820512820512
cluster27,travel,0.14772727272727273
cluster26,default_category,0.2222222222222222
cluster32,conferences_and_other_events,0.5081967213114754
cluster8,food_and_drink,0.2920353982300885
cluster9,default_category,0.21839080459770116
cluster33,autos_and_vehicles,0.13157894736842105
cluster2,travel,0.24705882352941178
cluster3,food_and_drink,0.2222222222222222
cluster0,comedy,0.2857142857142857
cluster1,travel,0.24489795918367346
cluster6,citizen_journalism,0.1797752808988764
cluster7,food_and_drink,0.288135593220339
cluster4,literature,0.2535211267605634
cluster5,citizen_journalism,0.7032967032967034
