cluster,category,score
cluster58,travel,0.16883116883116883
cluster59,travel,0.25
cluster54,food_and_drink,0.36923076923076925
cluster55,travel,0.18333333333333332
cluster56,travel,0.23809523809523808
cluster57,travel,0.2
cluster50,citizen_journalism,0.26785714285714285
cluster51,citizen_journalism,0.22807017543859648
cluster52,travel,0.26666666666666666
cluster53,autos_and_vehicles,0.10526315789473684
cluster10,travel,0.25806451612903225
cluster11,health,0.2727272727272727
cluster12,citizen_journalism,0.5903614457831325
cluster39,autos_and_vehicles,0.12903225806451613
cluster14,default_category,0.18
cluster15,autos_and_vehicles,0.16666666666666666
cluster16,travel,1.0
cluster17,conferences_and_other_events,0.19298245614035087
cluster32,citizen_journalism,0.19672131147540983
cluster33,food_and_drink,0.21568627450980393
cluster30,travel,0.24271844660194175
cluster31,travel,0.24
cluster36,travel,0.2682926829268293
cluster37,literature,0.2465753424657534
cluster34,autos_and_vehicles,0.24
cluster35,food_and_drink,0.45
cluster9,autos_and_vehicles,0.1323529411764706
cluster64,autos_and_vehicles,0.3263157894736842
cluster38,health,0.6555555555555556
cluster49,music_and_entertainment,0.3125
cluster13,citizen_journalism,0.3055555555555556
cluster43,citizen_journalism,0.3096446700507614
cluster42,school_and_education,0.17543859649122806
cluster41,autos_and_vehicles,0.1532258064516129
cluster40,gaming,0.19230769230769232
cluster47,default_category,0.22033898305084745
cluster46,citizen_journalism,0.3855421686746988
cluster45,citizen_journalism,0.5510204081632653
cluster44,conferences_and_other_events,0.13934426229508196
cluster29,travel,0.2037037037037037
cluster28,conferences_and_other_events,0.17307692307692307
cluster61,travel,0.23404255319148937
cluster60,conferences_and_other_events,0.25925925925925924
cluster63,citizen_journalism,0.19298245614035087
cluster62,citizen_journalism,0.23809523809523808
cluster21,health,0.5
cluster20,food_and_drink,0.18181818181818182
cluster23,travel,0.1346153846153846
cluster22,citizen_journalism,0.20930232558139536
cluster25,health,0.25
cluster24,default_category,0.3829787234042553
cluster27,food_and_drink,0.20080321285140562
cluster26,travel,0.2
cluster18,conferences_and_other_events,0.25
cluster8,food_and_drink,0.28169014084507044
cluster48,conferences_and_other_events,0.35443037974683544
cluster19,citizen_journalism,0.24
cluster2,videoblogging,0.38095238095238093
cluster3,travel,0.2653061224489796
cluster0,travel,0.2222222222222222
cluster1,citizen_journalism,0.6294642857142857
cluster6,autos_and_vehicles,0.14909090909090908
cluster7,food_and_drink,0.375
cluster4,citizen_journalism,0.7333333333333333
cluster5,citizen_journalism,0.3163265306122449
