cluster,category,precision
24,default_category,0.4
25,travel,0.5
26,travel,0.5
27,citizen_journalism,0.6666666666666666
20,citizen_journalism,0.625
21,citizen_journalism,0.68
22,conferences_and_other_events,0.3333333333333333
23,travel,0.5714285714285714
28,comedy,0.5
29,default_category,0.4
1,citizen_journalism,0.2905701754385965
0,food_and_drink,0.2727272727272727
3,food_and_drink,0.3333333333333333
2,food_and_drink,0.1820388349514563
5,autos_and_vehicles,0.8421052631578947
4,art,0.25
7,citizen_journalism,0.45454545454545453
6,autos_and_vehicles,0.4
9,school_and_education,0.8
8,religion,0.47368421052631576
11,gaming,0.23333333333333334
10,school_and_education,0.8333333333333334
13,citizen_journalism,0.8
12,citizen_journalism,0.72
15,citizen_journalism,0.8
14,citizen_journalism,0.7142857142857143
17,citizen_journalism,0.5833333333333334
16,citizen_journalism,0.6666666666666666
19,citizen_journalism,0.4
18,citizen_journalism,0.6666666666666666
31,citizen_journalism,0.6666666666666666
30,conferences_and_other_events,0.8
-1,travel,0.16403361344537815
