cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,1,1,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,3,0,0,0,0,3,3,2,0
cluster11,2,6,1,6,15,45,29,6,2,5,0,15,0,6,0,3,5,1,1,14,7,0,1,26,10,3
cluster38,3,11,4,6,5,48,27,5,2,1,19,14,5,3,3,2,9,4,1,19,13,0,3,29,8,3
cluster39,6,6,0,0,2,0,0,0,2,5,1,0,5,0,2,2,1,3,0,0,1,0,2,10,2,7
cluster14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster15,7,8,0,0,8,5,8,1,4,30,2,6,1,1,4,4,3,8,0,1,5,0,2,21,16,4
cluster16,5,5,2,52,1,34,10,2,1,4,1,8,2,4,0,1,2,1,1,4,12,0,4,18,3,3
cluster17,7,5,0,9,7,1,3,0,0,0,0,0,5,2,0,3,0,2,0,1,1,0,4,10,3,2
cluster18,6,7,2,1,7,10,10,1,7,43,2,11,4,0,8,7,4,5,0,1,3,0,0,30,12,7
cluster19,1,13,1,21,6,12,11,1,0,6,1,1,8,3,0,2,2,3,0,2,2,0,3,17,5,2
cluster30,2,4,0,0,3,1,2,0,1,10,0,0,0,0,1,2,1,2,0,0,0,0,2,13,6,3
cluster31,3,6,1,4,5,0,6,1,3,11,0,0,4,2,1,3,0,3,0,0,0,0,6,11,4,1
cluster36,1,5,1,5,3,10,11,1,0,2,0,65,2,1,0,2,3,1,0,2,3,0,2,10,0,1
cluster37,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster34,5,12,0,0,9,7,2,1,4,25,2,1,0,0,2,1,0,10,1,1,2,0,6,17,19,6
cluster35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cluster13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
