cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster11,5,1,0,2,18,20,17,1,3,31,2,28,0,2,11,1,8,1,1,6,2,0,2,47,20,5
cluster12,2,1,1,0,0,0,1,0,0,6,0,1,1,1,0,0,0,3,0,0,0,0,4,4,3,0
cluster39,5,8,1,5,7,1,4,1,2,12,0,0,3,1,1,4,0,5,0,0,0,0,7,10,3,1
cluster14,11,13,0,8,11,2,5,0,1,8,0,0,3,4,1,4,1,6,0,1,1,0,8,21,7,4
cluster15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cluster16,5,15,0,6,9,6,4,1,1,21,1,3,1,0,2,1,1,7,2,0,3,1,7,27,12,4
cluster17,2,3,2,4,4,15,18,1,0,9,1,82,1,1,0,2,8,2,0,2,2,0,33,31,5,0
cluster18,1,3,0,2,6,0,0,0,1,9,0,0,1,1,0,3,0,2,0,0,0,0,2,10,1,3
cluster33,3,13,4,7,8,51,28,6,2,3,19,16,5,3,4,2,11,4,1,21,15,0,4,29,9,4
cluster30,3,4,0,0,1,1,0,0,0,4,4,2,0,0,0,1,0,2,0,0,1,0,4,6,3,5
cluster31,6,7,2,1,9,12,14,1,6,44,2,13,6,1,8,9,4,4,0,2,3,0,0,28,13,7
cluster36,1,1,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1
cluster37,6,18,1,68,13,23,12,2,2,3,0,4,3,5,1,5,1,2,1,0,7,1,4,20,6,3
cluster34,1,0,1,38,1,3,3,0,0,2,0,0,0,10,0,0,0,0,6,2,0,0,0,14,1,1
cluster35,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster38,5,12,0,4,7,3,1,1,2,7,1,2,8,1,1,3,0,4,0,2,0,0,6,14,3,3
cluster13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster43,3,1,2,28,2,17,14,4,0,4,0,1,3,7,2,1,2,1,16,4,2,0,1,27,4,5
cluster42,4,17,1,4,7,3,2,1,1,16,1,1,1,3,0,3,0,1,0,1,2,0,5,15,14,1
cluster41,5,10,4,24,7,44,28,9,0,5,0,56,1,2,0,4,2,0,1,3,8,1,4,20,5,3
cluster40,1,28,1,34,10,9,12,1,1,3,3,1,5,3,1,4,1,4,1,2,0,2,4,26,10,3
cluster44,6,6,0,0,2,0,1,0,2,7,1,0,4,0,2,0,1,3,0,0,1,0,2,10,3,6
cluster29,1,3,1,32,2,10,3,0,0,1,0,2,0,5,0,1,2,0,24,0,2,0,0,24,4,2
cluster28,2,3,2,33,6,5,3,1,0,1,0,0,0,0,1,1,2,0,13,1,0,0,0,16,6,3
cluster21,4,7,0,0,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,1,0,0,6,3,2,2
cluster20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster23,8,7,1,0,7,7,9,0,6,31,2,5,1,2,6,4,5,9,0,1,4,0,3,21,16,5
cluster22,2,6,0,7,12,47,33,6,1,4,0,19,1,5,0,2,6,2,1,12,8,0,0,31,8,2
cluster25,0,0,0,72,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,8,1,0
cluster24,1,11,1,21,6,9,9,3,1,4,0,1,9,6,2,4,3,6,0,2,1,1,4,15,4,5
cluster27,6,15,1,0,10,8,3,1,4,24,4,2,0,0,2,3,1,10,1,1,2,0,8,21,22,7
cluster26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster32,5,11,2,13,5,5,7,1,2,6,1,0,5,21,0,4,2,7,0,4,1,0,3,24,8,7
cluster8,4,16,2,65,9,20,9,0,3,3,0,1,4,7,0,2,4,1,0,1,5,1,4,29,5,0
cluster9,1,5,1,14,1,17,20,8,0,4,1,6,3,18,2,3,4,2,7,3,0,0,1,29,9,1
cluster19,6,3,4,75,2,36,10,1,1,4,1,8,2,4,0,1,3,2,1,6,13,0,4,19,3,2
cluster2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster0,3,3,1,21,3,18,13,2,0,3,0,1,5,0,2,1,0,2,6,1,2,0,0,21,8,4
cluster1,1,1,0,2,2,1,0,0,1,6,0,1,1,0,1,1,0,3,1,0,0,0,3,4,2,2
cluster6,7,2,0,0,4,1,5,0,3,8,0,1,8,3,0,1,1,4,0,0,0,0,4,11,6,4
cluster7,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,2,0
cluster4,5,13,0,2,4,3,1,1,4,15,0,1,2,1,0,3,0,4,0,0,2,0,4,15,13,3
cluster5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
