cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster11,6,5,3,90,6,30,12,2,0,1,1,6,2,3,2,3,4,3,4,3,9,2,3,25,6,2
cluster38,1,6,2,20,1,19,24,8,0,4,1,5,3,21,2,3,5,2,9,3,0,0,1,34,9,3
cluster39,3,3,2,4,4,14,17,1,0,9,1,80,0,1,0,2,10,3,0,3,1,0,34,32,5,0
cluster14,3,13,4,7,14,63,39,9,3,6,19,16,5,6,4,3,9,3,1,27,17,0,3,36,13,4
cluster15,2,1,0,0,4,1,2,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,2,4,2,0
cluster16,3,4,0,0,2,0,2,0,1,7,1,0,0,0,0,1,0,2,0,1,0,0,5,2,2,2
cluster17,6,26,2,81,17,25,14,1,4,4,1,2,5,7,0,3,3,0,1,0,6,1,5,31,4,3
cluster18,9,10,4,68,6,61,24,3,1,7,0,12,4,4,1,2,1,4,6,4,16,0,4,36,11,3
cluster19,7,6,0,0,2,0,1,0,2,10,1,0,4,0,2,0,1,3,0,0,1,0,2,11,3,6
cluster30,2,4,0,2,1,2,0,0,0,7,4,3,1,0,1,1,0,3,1,0,0,0,4,9,4,5
cluster31,1,4,1,29,2,11,3,0,0,1,0,2,0,5,0,1,2,0,23,0,2,0,0,24,5,2
cluster36,1,1,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,4,0,0,0,0,1,5,2,1
cluster37,1,0,1,39,1,3,3,0,0,2,0,0,0,10,0,0,0,0,6,2,0,0,0,15,1,1
cluster34,11,13,0,8,11,2,5,0,1,8,0,0,3,4,1,4,1,6,0,1,1,0,8,22,7,4
cluster35,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cluster13,6,12,0,1,4,2,1,2,4,15,0,1,2,1,0,3,0,6,0,0,2,0,4,17,10,3
cluster29,4,7,1,5,5,0,5,1,2,12,0,0,1,1,1,4,0,4,0,0,0,0,7,10,4,1
cluster28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster21,11,11,1,0,6,11,12,1,8,53,3,13,3,1,12,6,7,9,0,1,4,0,1,26,16,8
cluster20,0,0,0,74,0,2,1,0,0,0,0,0,0,12,0,0,0,0,1,6,0,0,0,9,1,0
cluster23,5,16,0,5,14,5,8,3,0,28,1,4,3,1,1,3,2,6,2,0,1,0,8,37,17,6
cluster22,7,2,0,0,5,1,4,0,3,5,0,1,9,3,0,1,1,4,0,0,0,0,4,10,5,4
cluster25,3,10,2,13,5,5,7,0,2,4,1,0,4,21,0,4,2,5,0,4,1,0,3,22,8,7
cluster24,5,2,1,2,23,24,23,1,4,44,2,34,1,2,13,4,9,2,1,8,5,0,2,61,26,8
cluster27,1,5,1,5,3,17,13,2,0,2,0,68,2,1,0,2,3,1,0,2,3,0,2,14,1,1
cluster26,8,17,1,0,9,9,3,1,5,25,3,2,0,1,3,3,2,13,1,1,3,0,9,23,25,8
cluster32,1,10,1,22,7,9,9,3,1,4,0,1,10,6,2,4,3,6,0,4,1,1,4,17,4,4
cluster8,3,3,1,0,0,0,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,0,6,3,2,1
cluster9,2,2,2,33,6,6,4,1,0,1,1,0,0,0,1,2,2,0,13,1,0,0,1,15,5,3
cluster33,5,20,1,4,7,4,2,1,1,18,1,2,1,3,0,3,0,2,0,1,2,0,5,16,17,2
cluster2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster3,2,32,1,43,11,11,13,1,2,5,3,0,6,5,1,4,1,4,1,1,2,2,5,25,11,3
cluster0,1,4,0,2,6,0,0,0,1,10,0,0,1,1,0,3,0,2,0,0,1,0,3,10,1,4
cluster1,6,5,4,31,9,59,41,11,3,8,0,3,7,7,2,6,5,2,13,10,9,1,1,42,11,6
cluster6,6,13,0,4,8,4,1,1,2,7,1,2,9,1,1,3,0,5,0,2,0,0,6,13,3,3
cluster7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster4,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
cluster5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
