cluster,category,score
cluster10,conferences_and_other_events,1.0
cluster11,gaming,0.3333333333333333
cluster38,food_and_drink,0.2222222222222222
cluster39,travel,0.13131313131313133
cluster14,travel,0.18072289156626506
cluster15,travel,0.16352201257861634
cluster16,food_and_drink,0.17142857142857143
cluster17,travel,0.1346153846153846
cluster32,travel,0.15708812260536398
cluster33,travel,0.2361111111111111
cluster30,travel,0.16071428571428573
cluster31,religion,1.0
cluster36,travel,0.2131979695431472
cluster37,travel,0.15813953488372093
cluster34,travel,0.19473684210526315
cluster35,health,0.5384615384615384
cluster12,citizen_journalism,0.3391304347826087
cluster13,autos_and_vehicles,0.5
cluster29,citizen_journalism,0.4925373134328358
cluster28,citizen_journalism,0.28735632183908044
cluster21,movies_and_television,0.18181818181818182
cluster20,default_category,0.3010752688172043
cluster23,citizen_journalism,0.375
cluster22,citizen_journalism,0.297029702970297
cluster25,autos_and_vehicles,0.3333333333333333
cluster24,conferences_and_other_events,0.17733990147783252
cluster27,citizen_journalism,0.6893203883495146
cluster26,health,0.23247232472324722
cluster18,food_and_drink,0.21962616822429906
cluster8,citizen_journalism,0.27848101265822783
cluster9,autos_and_vehicles,0.13402061855670103
cluster19,comedy,0.16666666666666666
cluster2,travel,1.0
cluster3,travel,1.0
cluster0,citizen_journalism,0.2761904761904762
cluster1,travel,0.203125
cluster6,food_and_drink,0.18518518518518517
cluster7,conferences_and_other_events,0.13402061855670103
cluster4,travel,0.12574850299401197
cluster5,videoblogging,1.0
