cluster,category,score
cluster10,gaming,0.3333333333333333
cluster11,comedy,0.16666666666666666
cluster12,autos_and_vehicles,0.16417910447761194
cluster13,travel,0.20195439739413681
cluster14,autos_and_vehicles,0.13559322033898305
cluster15,default_category,0.1564102564102564
cluster16,travel,0.18947368421052632
cluster17,travel,0.11518324607329843
cluster18,food_and_drink,0.18518518518518517
cluster19,religion,1.0
cluster29,travel,0.18796992481203006
cluster28,citizen_journalism,0.3363914373088685
cluster21,food_and_drink,0.23109243697478993
cluster20,citizen_journalism,0.3333333333333333
cluster23,travel,0.1724137931034483
cluster22,citizen_journalism,0.516
cluster25,health,0.1903485254691689
cluster24,health,0.19689119170984457
cluster27,citizen_journalism,0.33613445378151263
cluster26,travel,0.14285714285714285
cluster8,autos_and_vehicles,0.5
cluster9,conferences_and_other_events,1.0
cluster2,travel,1.0
cluster3,travel,0.2
cluster0,food_and_drink,0.2127659574468085
cluster1,default_category,0.23963133640552994
cluster6,travel,0.1839080459770115
cluster7,food_and_drink,0.15025906735751296
cluster4,travel,1.0
cluster5,autos_and_vehicles,0.25
