cluster,category,score
cluster25,citizen_journalism,0.18333333333333332
cluster24,travel,0.16216216216216217
cluster58,the_mainstream_media,0.30927835051546393
cluster59,travel,0.23076923076923078
cluster54,citizen_journalism,0.3050847457627119
cluster55,citizen_journalism,0.19101123595505617
cluster56,food_and_drink,0.25
cluster57,food_and_drink,0.1935483870967742
cluster50,citizen_journalism,0.7
cluster51,food_and_drink,0.24489795918367346
cluster52,literature,0.23076923076923078
cluster53,citizen_journalism,0.5217391304347826
cluster10,autos_and_vehicles,0.15789473684210525
cluster11,travel,1.0
cluster12,travel,0.14583333333333334
cluster39,autos_and_vehicles,0.3333333333333333
cluster14,citizen_journalism,0.19708029197080293
cluster15,travel,0.1780821917808219
cluster16,gaming,0.4
cluster17,citizen_journalism,0.13432835820895522
cluster18,the_mainstream_media,0.22727272727272727
cluster19,travel,0.14414414414414414
cluster30,citizen_journalism,0.2777777777777778
cluster31,travel,0.14
cluster36,citizen_journalism,0.3142857142857143
cluster37,food_and_drink,0.16666666666666666
cluster34,travel,0.20754716981132076
cluster35,food_and_drink,0.25
cluster9,videoblogging,1.0
cluster29,conferences_and_other_events,0.2229299363057325
cluster64,travel,0.23333333333333334
cluster38,food_and_drink,0.19230769230769232
cluster49,citizen_journalism,0.5833333333333334
cluster13,default_category,0.3958333333333333
cluster43,videoblogging,0.18333333333333332
cluster42,videoblogging,0.14893617021276595
cluster41,citizen_journalism,0.2839506172839506
cluster40,school_and_education,0.25609756097560976
cluster47,travel,0.18867924528301888
cluster46,food_and_drink,0.21052631578947367
cluster45,movies_and_television,0.17333333333333334
cluster44,autos_and_vehicles,0.2391304347826087
cluster65,food_and_drink,0.2463768115942029
cluster28,health,0.4318181818181818
cluster67,default_category,0.35789473684210527
cluster66,art,0.1276595744680851
cluster61,travel,0.29473684210526313
cluster60,citizen_journalism,0.3125
cluster63,health,0.5445544554455446
cluster62,autos_and_vehicles,0.38271604938271603
cluster21,citizen_journalism,0.2288135593220339
cluster20,videoblogging,0.24193548387096775
cluster23,art,0.5
cluster22,travel,0.2391304347826087
cluster69,autos_and_vehicles,0.18518518518518517
cluster68,travel,0.25
cluster27,religion,1.0
cluster26,food_and_drink,0.3402061855670103
cluster32,travel,0.19148936170212766
cluster8,citizen_journalism,0.5
cluster48,citizen_journalism,0.28888888888888886
cluster33,citizen_journalism,0.25
cluster2,travel,1.0
cluster3,conferences_and_other_events,1.0
cluster0,food_and_drink,0.21666666666666667
cluster1,food_and_drink,0.25
cluster6,autos_and_vehicles,0.5
cluster7,conferences_and_other_events,0.174496644295302
cluster4,travel,0.3125
cluster5,food_and_drink,0.22033898305084745
