cluster,category,score
cluster48,conferences_and_other_events,0.21951219512195122
cluster54,travel,0.25555555555555554
cluster50,citizen_journalism,0.24793388429752067
cluster51,autos_and_vehicles,0.1728395061728395
cluster52,food_and_drink,0.17857142857142858
cluster53,citizen_journalism,0.3191489361702128
cluster10,autos_and_vehicles,0.2692307692307692
cluster11,citizen_journalism,0.15789473684210525
cluster38,food_and_drink,0.16666666666666666
cluster39,travel,0.2129032258064516
cluster14,travel,0.22413793103448276
cluster15,conferences_and_other_events,0.19135802469135801
cluster16,school_and_education,0.2441860465116279
cluster17,autos_and_vehicles,0.13636363636363635
cluster32,default_category,0.36792452830188677
cluster19,food_and_drink,0.22857142857142856
cluster30,travel,0.24444444444444444
cluster31,food_and_drink,0.16666666666666666
cluster36,food_and_drink,0.18831168831168832
cluster37,food_and_drink,0.17699115044247787
cluster34,citizen_journalism,0.17857142857142858
cluster35,food_and_drink,0.17142857142857143
cluster12,gaming,0.36363636363636365
cluster49,citizen_journalism,0.627906976744186
cluster13,food_and_drink,0.2
cluster43,citizen_journalism,0.46308724832214765
cluster42,travel,0.16037735849056603
cluster41,food_and_drink,0.13157894736842105
cluster40,citizen_journalism,0.3246753246753247
cluster47,citizen_journalism,0.23423423423423423
cluster46,health,0.3157894736842105
cluster45,citizen_journalism,0.24161073825503357
cluster44,citizen_journalism,0.7
cluster29,comedy,0.14285714285714285
cluster28,autos_and_vehicles,0.5
cluster21,health,0.5630252100840336
cluster20,travel,0.16037735849056603
cluster23,autos_and_vehicles,0.3333333333333333
cluster22,food_and_drink,0.2571428571428571
cluster25,conferences_and_other_events,0.18128654970760233
cluster24,citizen_journalism,0.3389830508474576
cluster27,default_category,0.27205882352941174
cluster26,citizen_journalism,0.4431137724550898
cluster18,autos_and_vehicles,0.17777777777777778
cluster8,travel,0.15151515151515152
cluster9,travel,1.0
cluster33,movies_and_television,0.5
cluster2,travel,1.0
cluster3,movies_and_television,0.16806722689075632
cluster0,health,0.20535714285714285
cluster1,religion,0.3333333333333333
cluster6,travel,0.21348314606741572
cluster7,religion,1.0
cluster4,conferences_and_other_events,1.0
cluster5,travel,0.15151515151515152
