cluster,category,precision
0,conferences_and_other_events,0.19924812030075187
1,health,0.3227848101265823
10,food_and_drink,0.4262295081967213
100,literature,0.625
101,citizen_journalism,0.3
102,conferences_and_other_events,0.25
103,personal_or_auto-biographical,0.2222222222222222
104,citizen_journalism,0.4444444444444444
105,default_category,0.18181818181818182
106,movies_and_television,0.5555555555555556
107,citizen_journalism,0.75
108,citizen_journalism,0.5
109,citizen_journalism,0.3333333333333333
11,food_and_drink,0.3584905660377358
110,movies_and_television,0.4
111,literature,0.3333333333333333
112,personal_or_auto-biographical,0.3333333333333333
113,comedy,0.2
114,art,0.14285714285714285
115,default_category,0.42857142857142855
116,citizen_journalism,0.375
117,travel,0.42857142857142855
118,web_development_and_sites,0.25
119,the_mainstream_media,0.5
12,food_and_drink,0.17777777777777778
120,art,0.16666666666666666
121,art,0.16666666666666666
122,autos_and_vehicles,0.42857142857142855
123,art,0.5
124,default_category,0.6
125,citizen_journalism,0.3333333333333333
126,travel,0.5
127,citizen_journalism,0.5
128,food_and_drink,0.5714285714285714
129,food_and_drink,0.5
13,food_and_drink,0.2222222222222222
130,conferences_and_other_events,0.2
131,art,0.14285714285714285
132,travel,0.42857142857142855
133,art,0.2
134,personal_or_auto-biographical,0.4
135,autos_and_vehicles,0.4
136,conferences_and_other_events,0.2
137,citizen_journalism,0.3333333333333333
138,art,0.25
139,comedy,0.125
14,travel,0.2077922077922078
140,personal_or_auto-biographical,0.6
141,movies_and_television,0.6
142,travel,0.4
143,citizen_journalism,0.3333333333333333
144,default_category,0.75
145,conferences_and_other_events,0.16666666666666666
146,autos_and_vehicles,0.2
147,travel,0.8
148,travel,0.4
149,autos_and_vehicles,0.25
15,travel,0.19117647058823528
150,comedy,0.3333333333333333
151,travel,0.4
152,documentary,0.3333333333333333
153,travel,0.6
154,travel,0.4
155,citizen_journalism,0.75
156,art,0.3333333333333333
157,personal_or_auto-biographical,0.4
158,citizen_journalism,0.2
159,food_and_drink,0.5
16,citizen_journalism,0.36
160,default_category,0.75
161,conferences_and_other_events,0.25
162,autos_and_vehicles,0.25
163,comedy,0.25
164,food_and_drink,0.25
165,autos_and_vehicles,0.25
166,citizen_journalism,0.3333333333333333
167,art,0.3333333333333333
168,citizen_journalism,0.3333333333333333
169,conferences_and_other_events,0.25
17,citizen_journalism,0.27906976744186046
170,default_category,0.3333333333333333
171,the_mainstream_media,0.3333333333333333
172,comedy,0.6666666666666666
173,autos_and_vehicles,0.6666666666666666
174,conferences_and_other_events,0.3333333333333333
175,movies_and_television,0.4
176,citizen_journalism,0.6666666666666666
177,business,0.3333333333333333
178,the_mainstream_media,0.3333333333333333
179,web_development_and_sites,0.5
18,citizen_journalism,0.6511627906976745
180,autos_and_vehicles,0.3333333333333333
181,gaming,1.0
182,art,0.3333333333333333
183,travel,0.6666666666666666
184,comedy,0.16666666666666666
185,gaming,1.0
186,travel,0.3333333333333333
187,religion,0.6666666666666666
188,food_and_drink,0.3333333333333333
189,health,0.3333333333333333
19,food_and_drink,0.28125
190,music_and_entertainment,0.4
191,citizen_journalism,0.6666666666666666
192,literature,0.6666666666666666
193,travel,0.6666666666666666
194,conferences_and_other_events,0.25
195,autos_and_vehicles,0.3333333333333333
196,comedy,0.6666666666666666
197,travel,0.4
198,citizen_journalism,0.5
199,comedy,0.5
2,conferences_and_other_events,0.2518518518518518
20,food_and_drink,0.2647058823529412
200,default_category,0.3333333333333333
201,religion,0.5
202,educational,0.3333333333333333
203,art,0.3333333333333333
204,default_category,0.5
205,default_category,0.3333333333333333
206,health,0.5
207,autos_and_vehicles,0.3333333333333333
208,health,0.5
209,conferences_and_other_events,0.3333333333333333
21,travel,0.20689655172413793
210,autos_and_vehicles,0.3333333333333333
211,food_and_drink,0.5
212,religion,0.5
213,art,0.5
214,default_category,0.5
215,art,0.3333333333333333
216,sports,0.5
217,art,0.5
218,food_and_drink,0.5
219,literature,0.5
22,citizen_journalism,0.2
220,health,0.3333333333333333
221,educational,0.5
222,autos_and_vehicles,0.5
223,the_mainstream_media,0.5
224,health,1.0
225,web_development_and_sites,1.0
226,citizen_journalism,1.0
227,travel,0.5
228,conferences_and_other_events,0.5
229,religion,0.5
23,citizen_journalism,0.3181818181818182
230,citizen_journalism,0.25
231,the_mainstream_media,0.5
232,autos_and_vehicles,0.5
233,citizen_journalism,0.25
234,comedy,0.5
235,personal_or_auto-biographical,0.5
236,food_and_drink,0.5
237,comedy,0.5
238,sports,0.5
239,literature,0.5
24,food_and_drink,0.21875
240,gaming,0.5
