cluster,category,precision
0,autos_and_vehicles,0.32553191489361705
1,conferences_and_other_events,0.36027143738433065
10,travel,0.20512820512820512
11,citizen_journalism,0.4327731092436975
12,health,0.2989522700814901
13,citizen_journalism,0.1465324384787472
14,autos_and_vehicles,0.19135802469135801
15,citizen_journalism,0.18097014925373134
16,movies_and_television,0.17546174142480211
17,citizen_journalism,0.1679936305732484
18,citizen_journalism,0.20408163265306123
19,autos_and_vehicles,0.16991643454038996
2,citizen_journalism,0.473013698630137
20,travel,0.14619164619164618
21,autos_and_vehicles,0.18193438432040904
22,art,0.15052508751458576
23,conferences_and_other_events,0.2733171127331711
24,citizen_journalism,0.3122037914691943
25,autos_and_vehicles,0.1518921721099015
26,autos_and_vehicles,0.3541781959048146
27,food_and_drink,0.23140495867768596
28,citizen_journalism,0.5377503852080123
29,travel,0.13906111603188662
3,citizen_journalism,0.22951414068165338
30,gaming,0.47396293027360986
31,citizen_journalism,0.5906095551894563
32,travel,0.19912790697674418
33,conferences_and_other_events,0.21208530805687204
34,autos_and_vehicles,0.23132530120481928
35,travel,0.15795724465558195
36,citizen_journalism,0.3786685755189692
37,travel,0.10269576379974327
38,autos_and_vehicles,0.2354813046937152
39,autos_and_vehicles,0.20363804532141205
4,art,0.19577427119550683
40,citizen_journalism,0.2887209929843497
41,citizen_journalism,0.4724770642201835
42,conferences_and_other_events,0.2197591680350301
43,health,0.24190981432360742
44,travel,0.1759379042690815
45,autos_and_vehicles,0.2007168458781362
46,food_and_drink,0.29210134128166915
47,travel,0.13253012048192772
48,conferences_and_other_events,0.13037316957959377
49,travel,1.0
5,citizen_journalism,0.23335669236159776
50,autos_and_vehicles,0.23889739663093415
51,travel,0.14285714285714285
52,travel,0.22268907563025211
53,health,0.2768006700167504
54,travel,0.14154652686762778
55,autos_and_vehicles,0.21842650103519667
56,travel,0.1497659906396256
57,autos_and_vehicles,0.17177297840281266
58,comedy,0.23722627737226276
59,travel,0.16906474820143885
6,travel,0.1256890848952591
60,travel,0.2334047109207709
61,default_category,0.2660897782585181
62,travel,0.13328729281767956
63,citizen_journalism,0.15463917525773196
64,default_category,0.4
7,comedy,0.1510791366906475
8,citizen_journalism,0.610038084874864
9,travel,0.21264367816091953
