cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster54,38,77,14,169,41,195,102,9,1,30,7,404,25,47,6,15,77,26,3,21,28,1,62,168,27,18
cluster50,16,4,2,23,65,17,10,0,5,4,5,0,1,12,0,5,0,1,1,2,12,0,1,50,9,10
cluster51,65,199,3,92,69,69,24,11,5,61,5,39,15,47,1,12,17,43,2,1,13,0,42,156,34,98
cluster52,67,115,0,132,35,37,7,11,10,55,1,14,61,89,0,7,23,19,0,3,26,0,10,58,12,37
cluster53,98,105,15,806,46,222,65,9,3,178,0,1246,18,122,1,7,36,42,1,9,44,0,62,214,24,68
cluster10,241,581,9,162,98,95,130,22,47,715,5,85,51,53,14,23,9,144,3,18,44,0,246,592,176,199
cluster11,53,108,25,606,147,523,209,37,13,48,17,141,43,46,8,28,23,10,0,50,58,7,53,172,40,21
cluster12,480,897,4,280,286,105,81,19,44,726,10,252,13,80,14,31,25,163,1,1,44,0,351,546,126,208
cluster39,37,12,3,78,39,162,98,19,12,19,5,8,2,30,7,21,2,34,1,11,2,0,34,94,23,27
cluster14,11,44,0,47,46,11,10,0,1,18,0,0,0,4,0,0,15,9,20,5,12,0,20,67,39,41
cluster15,83,76,1,90,52,161,42,6,11,220,83,15,11,14,16,115,34,82,6,19,12,0,102,308,58,54
cluster16,19,83,65,41,11,293,405,28,2,6,0,120,20,27,3,5,104,16,0,7,0,1,11,147,8,26
cluster17,88,181,7,187,20,104,55,7,0,16,1,637,13,102,2,7,49,122,4,5,40,0,44,240,26,97
cluster32,46,537,1,53,43,22,49,7,15,88,0,35,57,46,2,0,42,57,0,7,16,0,14,105,33,54
cluster19,20,27,4,18,36,20,6,0,9,91,1,2,0,25,2,12,0,54,63,1,4,0,44,95,70,16
cluster30,128,169,1,190,36,85,24,4,7,80,11,19,49,157,0,8,13,13,0,3,43,0,35,93,39,63
cluster31,86,160,8,434,45,382,120,3,1,36,12,214,28,254,7,18,123,58,9,46,358,0,49,370,30,21
cluster36,54,49,51,258,21,31,433,10,7,29,4,31,1,45,0,2,16,10,1,12,14,0,19,287,46,18
cluster37,2,37,6,201,76,62,77,1,31,26,0,44,33,8,5,2,15,113,54,28,4,0,27,103,75,25
cluster34,36,185,2,117,37,40,24,9,18,21,4,53,16,34,0,7,17,16,1,0,11,0,28,86,14,72
