cluster,category,score
cluster10,travel,0.2604166666666667
cluster11,school_and_education,0.17708333333333334
cluster12,food_and_drink,0.29411764705882354
cluster13,citizen_journalism,0.515527950310559
cluster14,travel,0.21621621621621623
cluster15,food_and_drink,0.20833333333333334
cluster16,conferences_and_other_events,0.24390243902439024
cluster17,food_and_drink,0.375
cluster32,travel,0.2125984251968504
cluster33,conferences_and_other_events,0.1623931623931624
cluster30,citizen_journalism,0.19827586206896552
cluster31,travel,0.17052023121387283
cluster34,gaming,0.13861386138613863
cluster29,food_and_drink,0.3723404255319149
cluster28,citizen_journalism,0.1875
cluster21,autos_and_vehicles,0.1791044776119403
cluster20,health,0.6171875
cluster23,citizen_journalism,0.25274725274725274
cluster22,travel,0.23595505617977527
cluster25,travel,0.297029702970297
cluster24,travel,0.13215859030837004
cluster27,autos_and_vehicles,0.2727272727272727
cluster26,citizen_journalism,0.6310679611650486
cluster18,travel,0.22123893805309736
cluster8,citizen_journalism,0.2441860465116279
cluster9,movies_and_television,0.11764705882352941
cluster19,videoblogging,0.15894039735099338
cluster2,travel,0.140625
cluster3,travel,1.0
cluster0,food_and_drink,0.22073578595317725
cluster1,citizen_journalism,0.5242424242424243
cluster6,default_category,0.25161290322580643
cluster7,literature,0.22093023255813954
cluster4,travel,0.25806451612903225
cluster5,travel,0.22340425531914893
