cluster,category,score
cluster10,travel,0.2564102564102564
cluster11,travel,0.1598639455782313
cluster38,travel,0.1935483870967742
cluster13,citizen_journalism,0.6631578947368421
cluster14,food_and_drink,0.43373493975903615
cluster15,travel,0.14788732394366197
cluster16,citizen_journalism,0.21839080459770116
cluster17,travel,0.16875
cluster18,citizen_journalism,0.3178294573643411
cluster33,travel,0.2
cluster30,travel,0.25806451612903225
cluster31,citizen_journalism,0.5869565217391305
cluster36,health,0.515625
cluster37,citizen_journalism,0.5424836601307189
cluster34,food_and_drink,0.22145328719723184
cluster35,music_and_entertainment,0.29411764705882354
cluster12,travel,0.2
cluster39,citizen_journalism,0.26153846153846155
cluster29,conferences_and_other_events,0.23404255319148937
cluster28,health,0.21296296296296297
cluster21,travel,0.2033898305084746
cluster20,conferences_and_other_events,0.26153846153846155
cluster23,technology,0.2
cluster22,autos_and_vehicles,0.24050632911392406
cluster25,travel,0.15
cluster24,food_and_drink,0.20408163265306123
cluster27,travel,0.20175438596491227
cluster26,food_and_drink,0.375
cluster32,citizen_journalism,0.19900497512437812
cluster8,food_and_drink,0.37037037037037035
cluster9,citizen_journalism,0.1912568306010929
cluster19,citizen_journalism,0.17647058823529413
cluster2,conferences_and_other_events,0.2042042042042042
cluster3,travel,0.19230769230769232
cluster0,citizen_journalism,0.28421052631578947
cluster1,comedy,0.14049586776859505
cluster6,travel,0.16167664670658682
cluster7,travel,1.0
cluster4,travel,0.2535211267605634
cluster5,autos_and_vehicles,0.29473684210526313
