cluster,category,score
cluster10,citizen_journalism,0.21739130434782608
cluster11,food_and_drink,0.21145374449339208
cluster12,travel,0.22023809523809523
cluster13,citizen_journalism,0.6571428571428571
cluster14,autos_and_vehicles,0.14615384615384616
cluster15,conferences_and_other_events,0.1830065359477124
cluster16,school_and_education,0.24561403508771928
cluster17,travel,0.22950819672131148
cluster18,travel,0.2
cluster19,food_and_drink,0.24390243902439024
cluster21,conferences_and_other_events,0.2032520325203252
cluster20,travel,1.0
cluster23,food_and_drink,0.1975560081466395
cluster22,travel,0.14847161572052403
cluster25,citizen_journalism,0.5462962962962963
cluster24,travel,0.23809523809523808
cluster8,citizen_journalism,0.44675324675324674
cluster9,default_category,0.11811023622047244
cluster2,travel,0.16091954022988506
cluster3,citizen_journalism,0.21897810218978103
cluster0,autos_and_vehicles,0.15015015015015015
cluster1,health,0.30201342281879195
cluster6,autos_and_vehicles,0.24489795918367346
cluster7,travel,0.2421875
cluster4,food_and_drink,0.375
cluster5,food_and_drink,0.1796875
