cluster,category,precision
0,conferences_and_other_events,0.5
1,documentary,0.29411764705882354
10,conferences_and_other_events,1.0
11,conferences_and_other_events,0.3333333333333333
12,default_category,0.5
13,business,0.7777777777777778
14,conferences_and_other_events,0.2
15,travel,1.0
16,business,1.0
17,travel,0.3617021276595745
18,conferences_and_other_events,0.4
19,business,1.0
2,travel,0.5384615384615384
20,conferences_and_other_events,0.25
21,videoblogging,1.0
22,business,1.0
23,travel,0.5555555555555556
24,default_category,0.3333333333333333
3,business,1.0
4,default_category,0.5
5,conferences_and_other_events,0.3333333333333333
6,business,1.0
7,travel,0.3333333333333333
8,web_development_and_sites,1.0
9,citizen_journalism,0.25
