cluster,category,score
cluster48,food_and_drink,0.2631578947368421
cluster10,travel,0.1623931623931624
cluster11,conferences_and_other_events,1.0
cluster12,default_category,0.36538461538461536
cluster39,conferences_and_other_events,0.1958762886597938
cluster14,travel,0.16455696202531644
cluster15,travel,0.20869565217391303
cluster16,citizen_journalism,0.30952380952380953
cluster17,the_mainstream_media,0.24
cluster32,citizen_journalism,0.3387096774193548
cluster33,citizen_journalism,0.29
cluster30,citizen_journalism,0.3411214953271028
cluster31,movies_and_television,0.5
cluster36,conferences_and_other_events,0.26666666666666666
cluster37,citizen_journalism,0.1724137931034483
cluster34,travel,0.375
cluster35,autos_and_vehicles,0.15789473684210525
cluster38,citizen_journalism,0.4689655172413793
cluster49,travel,0.2459016393442623
cluster13,travel,0.22
cluster43,food_and_drink,0.25
cluster42,travel,0.17647058823529413
cluster41,travel,0.1597222222222222
cluster40,health,0.26291079812206575
cluster47,food_and_drink,0.21487603305785125
cluster46,travel,0.18181818181818182
cluster45,autos_and_vehicles,0.18493150684931506
cluster44,citizen_journalism,0.19653179190751446
cluster29,citizen_journalism,0.29069767441860467
cluster28,travel,0.1791044776119403
cluster21,gaming,0.36363636363636365
cluster20,travel,0.17333333333333334
cluster23,religion,1.0
cluster22,health,0.14705882352941177
cluster25,travel,0.14893617021276595
cluster24,food_and_drink,0.27044025157232704
cluster27,citizen_journalism,0.5079365079365079
cluster26,citizen_journalism,0.144
cluster18,health,0.5401459854014599
cluster8,food_and_drink,0.21875
cluster9,autos_and_vehicles,0.5
cluster19,citizen_journalism,0.7
cluster2,travel,1.0
cluster3,travel,1.0
cluster0,travel,0.17857142857142858
cluster1,food_and_drink,0.19047619047619047
cluster6,travel,0.14563106796116504
cluster7,comedy,0.14285714285714285
cluster4,food_and_drink,0.1497005988023952
cluster5,autos_and_vehicles,0.3333333333333333
