cluster,category,score
cluster10,travel,0.176
cluster11,conferences_and_other_events,1.0
cluster12,travel,0.14285714285714285
cluster13,autos_and_vehicles,0.25
cluster14,food_and_drink,0.16304347826086957
cluster15,comedy,0.16
cluster16,default_category,0.29069767441860467
cluster17,travel,0.19021739130434784
cluster32,travel,0.1984126984126984
cluster19,travel,0.16129032258064516
cluster30,travel,0.19161676646706588
cluster31,autos_and_vehicles,0.13402061855670103
cluster34,default_category,0.18382352941176472
cluster29,food_and_drink,0.11578947368421053
cluster28,citizen_journalism,0.4387755102040816
cluster21,travel,0.15555555555555556
cluster20,health,0.3915343915343915
cluster23,religion,1.0
cluster22,travel,0.18181818181818182
cluster25,food_and_drink,0.18604651162790697
cluster24,citizen_journalism,0.3254237288135593
cluster27,travel,0.22807017543859648
cluster26,food_and_drink,0.23478260869565218
cluster18,citizen_journalism,0.4946808510638298
cluster8,travel,0.11949685534591195
cluster9,citizen_journalism,0.3490566037735849
cluster33,citizen_journalism,0.31868131868131866
cluster2,travel,1.0
cluster3,autos_and_vehicles,0.5
cluster0,travel,0.175
cluster1,health,0.19571865443425077
cluster6,travel,1.0
cluster7,food_and_drink,0.1891891891891892
cluster4,citizen_journalism,0.29439252336448596
cluster5,gaming,0.3333333333333333
