cluster,category,score
cluster58,health,0.3381294964028777
cluster59,citizen_journalism,0.18115942028985507
cluster54,food_and_drink,0.2966101694915254
cluster55,default_category,0.4367816091954023
cluster56,videoblogging,1.0
cluster57,citizen_journalism,0.29411764705882354
cluster50,travel,0.25
cluster51,travel,0.16853932584269662
cluster52,autos_and_vehicles,0.24271844660194175
cluster53,default_category,0.4473684210526316
cluster10,travel,0.14035087719298245
cluster11,conferences_and_other_events,1.0
cluster38,citizen_journalism,0.48695652173913045
cluster39,travel,0.17699115044247787
cluster14,autos_and_vehicles,0.3333333333333333
cluster15,health,0.30097087378640774
cluster16,travel,0.20689655172413793
cluster17,citizen_journalism,0.19540229885057472
cluster18,citizen_journalism,0.35454545454545455
cluster19,travel,0.18518518518518517
cluster30,travel,0.16483516483516483
cluster31,food_and_drink,0.2037037037037037
cluster36,food_and_drink,0.2413793103448276
cluster37,religion,1.0
cluster34,food_and_drink,0.14285714285714285
cluster35,travel,0.14285714285714285
cluster9,the_mainstream_media,0.23076923076923078
cluster12,citizen_journalism,0.24175824175824176
cluster49,travel,0.2631578947368421
cluster13,gaming,0.4
cluster43,health,0.559322033898305
cluster42,travel,0.15463917525773196
cluster41,food_and_drink,0.21739130434782608
cluster40,autos_and_vehicles,0.17894736842105263
cluster47,citizen_journalism,0.3698630136986301
cluster46,citizen_journalism,0.5714285714285714
cluster45,citizen_journalism,0.21359223300970873
cluster44,art,0.3333333333333333
cluster29,food_and_drink,0.21621621621621623
cluster28,citizen_journalism,0.7029702970297029
cluster21,food_and_drink,0.14666666666666667
cluster20,autos_and_vehicles,0.32989690721649484
cluster23,food_and_drink,0.1968503937007874
cluster22,conferences_and_other_events,0.1696969696969697
cluster25,conferences_and_other_events,0.18571428571428572
cluster24,food_and_drink,0.1746031746031746
cluster27,movies_and_television,0.18556701030927836
cluster26,travel,0.30952380952380953
cluster32,citizen_journalism,0.1935483870967742
cluster8,autos_and_vehicles,0.1348314606741573
cluster48,citizen_journalism,0.3392857142857143
cluster33,conferences_and_other_events,0.2847682119205298
cluster2,travel,1.0
cluster3,citizen_journalism,0.12244897959183673
cluster0,videoblogging,0.1568627450980392
cluster1,travel,0.2033898305084746
cluster6,autos_and_vehicles,0.5
cluster7,citizen_journalism,0.5299145299145299
cluster4,travel,1.0
cluster5,comedy,0.17391304347826086
