cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster39,179,250,32,1568,69,997,388,4,13,16,42,180,118,407,0,30,210,111,2,41,115,1,74,656,41,38
cluster58,152,475,15,231,140,94,79,20,40,271,3,102,33,78,5,40,19,70,1,7,22,0,171,382,119,144
cluster59,48,181,1,94,37,62,22,3,14,99,1,10,1,15,1,10,16,25,2,5,10,0,53,93,35,42
cluster54,69,126,1,131,36,49,11,12,10,65,1,18,65,90,0,7,23,21,0,3,31,0,12,61,13,43
cluster55,26,383,2,31,18,11,49,4,14,63,1,21,54,25,2,0,27,14,0,9,7,0,9,61,30,35
cluster56,42,123,1,101,43,28,25,7,3,33,2,17,28,36,1,11,28,41,0,11,1,0,10,133,25,77
cluster57,32,257,0,117,17,10,11,1,8,72,4,21,18,34,1,6,8,9,0,5,42,1,21,54,47,45
cluster50,57,68,2,88,26,54,19,5,4,27,10,9,8,134,1,1,19,16,0,4,8,0,21,108,48,49
cluster51,12,22,19,238,28,110,79,1,2,11,3,80,82,54,5,6,70,31,0,15,18,0,36,146,5,17
cluster52,24,74,2,71,22,17,12,0,9,67,1,19,4,22,1,4,3,11,0,2,26,0,16,29,23,25
cluster53,16,43,33,105,23,216,218,20,0,29,3,421,10,39,0,9,74,21,1,13,10,1,70,123,20,11
cluster10,93,61,4,62,54,70,55,11,3,65,73,12,10,20,6,47,23,24,4,6,8,1,48,142,46,23
cluster11,69,179,3,165,61,62,42,4,4,35,1,24,30,60,0,8,15,55,3,14,14,0,29,79,17,85
cluster12,92,267,7,181,52,78,169,11,1,34,0,680,11,70,1,7,34,82,0,12,23,0,27,132,36,73
cluster13,81,193,35,530,91,825,292,16,4,35,9,273,21,273,3,10,134,59,6,45,188,0,43,428,24,21
cluster14,111,128,4,238,80,253,168,21,23,99,34,51,11,41,10,118,33,76,2,26,23,0,79,259,84,66
