cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,72,195,6,168,65,67,48,6,4,36,1,33,30,64,0,10,17,61,5,14,16,0,30,84,18,88
cluster11,65,81,13,29,40,82,75,13,15,136,12,12,4,11,18,39,13,76,3,9,14,1,68,180,81,32
cluster12,1147,1696,25,507,490,249,258,94,120,1450,14,402,91,158,9,54,47,308,1,26,102,0,594,1392,312,509
cluster39,154,232,20,147,141,210,233,13,11,219,13,93,49,89,32,28,74,110,0,50,78,3,100,364,121,97
cluster14,114,131,4,244,88,259,172,25,23,100,34,52,13,43,10,121,33,81,2,27,24,0,85,276,90,71
cluster15,40,78,7,2155,283,37,64,0,14,16,11,8,286,34,2,75,30,31,16,61,15,6,90,256,63,39
cluster16,47,74,9,54,35,76,103,15,10,30,14,14,13,17,7,21,14,50,4,3,4,0,26,115,24,17
cluster17,48,215,11,125,96,81,69,11,27,109,34,45,18,42,7,48,23,43,0,19,27,0,81,128,63,51
cluster18,310,360,74,2748,203,1463,726,15,22,43,61,273,529,508,16,51,303,144,3,78,221,11,149,1097,89,56
cluster33,69,128,1,135,38,51,11,12,10,65,3,18,65,91,0,7,23,21,0,3,31,0,12,66,13,44
cluster30,222,223,19,651,69,152,165,13,6,72,2,225,45,169,9,13,61,145,2,8,30,0,61,305,18,137
cluster31,79,58,7,27,112,9,36,13,22,159,6,8,15,28,32,18,0,119,6,3,4,0,85,210,133,19
cluster36,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
cluster37,39,32,52,447,32,105,496,9,5,20,1,321,11,15,0,0,15,9,1,15,16,0,29,308,39,9
cluster34,38,201,6,115,37,54,34,10,5,20,4,53,18,38,0,8,20,17,1,0,10,0,21,84,13,66
cluster35,152,155,32,930,40,366,175,12,3,181,0,1429,26,212,3,8,106,73,5,18,70,0,66,391,27,130
cluster38,26,53,57,118,67,395,162,22,16,35,27,15,5,27,16,66,11,42,4,31,5,0,52,293,51,6
cluster13,58,70,2,88,28,55,19,5,4,30,11,10,9,135,1,1,19,16,0,4,9,0,22,114,48,50
cluster43,61,631,4,63,74,47,110,10,23,100,1,76,72,68,6,1,43,63,0,13,21,0,26,161,46,77
cluster42,1,41,1,63,64,11,10,0,0,19,0,0,1,4,1,0,15,9,25,5,12,0,32,61,40,41
cluster41,138,188,1,215,38,94,30,6,11,113,12,25,57,165,0,9,16,17,0,3,47,0,44,120,49,81
cluster40,139,210,4,719,54,118,56,3,4,76,9,40,59,287,2,2,41,14,0,10,70,0,19,323,29,84
cluster44,81,52,27,138,99,169,151,11,19,153,22,62,25,33,29,45,26,33,31,27,17,6,32,268,118,37
cluster29,128,64,5,95,32,78,114,6,3,9,8,8,8,12,0,11,6,48,0,1,6,0,32,128,19,3
cluster28,66,200,8,91,65,61,38,12,4,62,4,46,15,50,1,12,18,47,2,1,9,0,43,170,36,101
cluster21,41,29,38,724,85,245,176,15,9,19,22,24,63,11,7,24,23,4,7,61,234,10,51,206,59,13
cluster20,17,21,10,372,61,48,22,2,61,7,7,2,48,42,1,1,2,11,0,30,10,0,1,142,22,30
cluster23,48,140,1,106,46,40,37,7,7,38,7,28,29,41,1,25,30,44,0,11,3,0,20,142,31,89
cluster22,18,45,2,141,14,27,34,0,1,71,541,5,0,37,0,18,9,23,0,5,13,0,64,90,32,21
cluster25,85,113,0,171,22,26,12,2,4,37,0,15,1,130,0,0,21,10,0,1,9,0,25,74,17,64
cluster24,95,431,24,168,137,204,116,23,29,248,7,87,37,79,16,50,42,104,5,21,28,1,115,330,100,104
cluster27,66,34,1,12,39,72,13,1,5,239,10,6,1,3,13,12,11,53,1,5,5,0,59,183,49,44
cluster26,177,557,17,272,222,117,112,30,34,285,18,87,23,76,8,93,40,79,5,9,21,0,203,334,130,159
cluster32,188,67,22,141,145,323,147,24,26,85,89,17,17,73,9,128,32,72,7,18,11,4,68,341,64,24
cluster8,107,406,12,203,79,95,231,12,2,45,1,587,16,81,3,14,52,94,0,12,25,0,32,151,48,82
cluster9,14,37,6,193,61,67,78,1,31,27,1,44,33,11,5,2,15,114,58,29,4,0,16,112,76,45
cluster19,12,10,0,2,4,3,8,0,0,23,1,0,0,3,0,0,0,3,0,0,3,0,1,17,9,11
cluster2,38,84,69,184,39,296,371,33,1,34,6,484,19,59,3,19,99,34,1,17,26,1,68,219,33,19
cluster3,89,335,0,220,46,19,24,4,9,100,9,32,46,103,1,10,16,16,0,7,89,1,27,98,56,78
cluster0,51,166,2,3469,90,1054,317,0,2,25,477,188,95,142,1,10,93,10,6,55,120,0,121,736,156,96
cluster1,147,159,25,4503,56,411,162,9,0,173,3,240,78,272,2,6,142,128,3,28,17,0,105,504,21,219
cluster6,165,56,0,1321,39,111,41,2,0,54,0,15,208,282,1,2,62,6,0,10,19,0,32,273,37,96
cluster7,23,55,2,16,33,24,9,0,17,63,3,5,0,32,6,16,0,41,46,9,2,0,51,150,78,27
cluster4,98,236,38,581,120,906,334,19,5,51,11,320,27,287,6,20,154,62,5,49,204,0,56,488,31,23
cluster5,24,168,1,103,23,46,11,6,12,79,0,15,0,19,1,3,4,17,0,4,46,0,10,61,31,38
