cluster,category,score
cluster58,autos_and_vehicles,0.3318777292576419
cluster59,health,0.23778501628664495
cluster54,comedy,0.23550724637681159
cluster55,autos_and_vehicles,0.1523046092184369
cluster56,autos_and_vehicles,0.18923076923076923
cluster57,autos_and_vehicles,0.19778481012658228
cluster50,health,0.2580952380952381
cluster51,conferences_and_other_events,0.25316455696202533
cluster52,gaming,0.48161434977578477
cluster53,travel,0.14325323475046212
cluster10,citizen_journalism,0.256468797564688
cluster11,health,0.23740053050397877
cluster12,autos_and_vehicles,0.1605128205128205
cluster39,travel,1.0
cluster14,travel,0.15801024140453548
cluster15,citizen_journalism,0.15771428571428572
cluster16,movies_and_television,0.17994505494505494
cluster17,conferences_and_other_events,0.22037368825185563
cluster32,travel,0.15746180963572268
cluster19,autos_and_vehicles,0.2318668252080856
cluster30,food_and_drink,0.2608200455580866
cluster31,citizen_journalism,0.19101123595505617
cluster36,citizen_journalism,0.6133425034387896
cluster37,autos_and_vehicles,0.248
cluster34,autos_and_vehicles,0.27710843373493976
cluster35,autos_and_vehicles,0.179080824088748
cluster9,travel,0.1583535108958838
cluster38,autos_and_vehicles,0.23738170347003154
cluster49,travel,0.1829405162738496
cluster13,citizen_journalism,0.17883895131086142
cluster43,autos_and_vehicles,0.16934046345811052
cluster42,citizen_journalism,0.40103626943005183
cluster41,default_category,0.24577114427860697
cluster40,citizen_journalism,0.2098976109215017
cluster47,travel,0.25
cluster46,citizen_journalism,0.27139874739039666
cluster45,travel,0.12950819672131147
cluster44,travel,0.17607655502392344
cluster29,citizen_journalism,0.3792134831460674
cluster28,travel,0.12749003984063745
cluster21,health,0.2904220009483167
cluster20,travel,0.18654434250764526
cluster23,travel,0.15658914728682172
cluster22,travel,0.13103122043519394
cluster25,art,0.15063731170336037
cluster24,citizen_journalism,0.4639657708249766
cluster27,autos_and_vehicles,0.1557884707003335
cluster26,citizen_journalism,0.5377503852080123
cluster18,autos_and_vehicles,0.16941391941391942
cluster8,travel,0.17956204379562044
cluster48,citizen_journalism,0.2031063321385902
cluster33,autos_and_vehicles,0.40093603744149764
cluster2,travel,0.12878787878787878
cluster3,citizen_journalism,0.473928157589803
cluster0,citizen_journalism,0.2353407290015848
cluster1,autos_and_vehicles,0.16076970825574177
cluster6,travel,0.1487603305785124
cluster7,citizen_journalism,0.2398286937901499
cluster4,citizen_journalism,0.5831978319783198
cluster5,travel,0.1488833746898263
