cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster58,18,152,0,3,28,19,12,6,5,65,1,11,0,5,2,1,5,13,1,0,7,0,5,57,16,26
cluster59,28,67,54,127,30,241,303,29,1,29,4,438,14,41,0,12,88,26,1,14,13,1,68,168,28,17
cluster54,16,7,2,25,65,18,10,0,5,4,5,0,0,13,0,6,3,1,3,2,13,0,1,51,12,14
cluster55,25,76,2,75,23,18,12,0,9,67,1,19,4,22,1,4,3,12,0,2,26,0,16,31,25,26
cluster56,56,123,0,85,15,11,12,6,14,92,0,24,2,31,0,3,2,6,0,0,30,0,29,52,27,30
cluster57,20,125,5,54,55,44,21,7,6,40,2,24,8,17,2,12,17,22,0,9,3,0,33,54,24,28
cluster50,28,168,3,75,40,27,48,4,8,27,0,271,13,60,5,3,6,47,0,2,14,0,12,117,1,71
cluster51,17,40,48,91,55,300,104,17,15,16,25,12,3,23,11,56,3,33,1,23,3,0,45,207,31,6
cluster52,15,37,1,118,15,23,27,1,1,66,537,3,0,35,0,18,4,22,0,4,8,0,56,78,27,19
cluster53,40,81,4,37,58,83,70,8,4,134,1,37,10,32,26,1,19,60,0,20,29,0,30,155,74,69
cluster10,250,317,40,1685,90,1193,498,6,15,23,54,221,148,460,1,35,257,125,2,43,139,2,89,764,61,52
cluster11,105,370,11,182,70,79,219,11,1,43,1,537,16,69,3,13,48,90,0,85,18,0,32,136,45,78
cluster12,96,313,34,151,103,111,142,20,13,147,20,82,15,62,5,76,52,47,3,9,18,1,96,196,68,70
cluster13,14,38,6,191,61,67,78,1,31,26,0,44,33,8,5,2,12,114,56,29,4,0,16,111,76,45
cluster14,68,34,20,110,86,132,101,8,19,140,15,51,24,25,24,27,22,26,34,19,9,4,26,216,94,33
cluster15,85,72,1,138,23,83,18,0,1,26,13,5,56,134,0,6,13,9,0,3,23,0,22,67,23,54
cluster16,57,59,1,91,24,47,16,5,4,26,5,9,7,131,1,0,19,14,0,4,4,0,18,98,40,48
cluster17,92,221,37,586,100,861,311,17,6,41,9,297,26,280,5,16,143,60,6,45,199,0,47,450,26,26
cluster32,43,125,1,104,44,31,26,7,3,34,2,20,29,38,1,11,28,42,0,12,2,0,11,134,25,78
cluster19,37,195,6,115,35,49,31,9,4,20,4,52,18,38,0,8,18,15,1,2,9,0,20,84,11,60
cluster30,44,33,1,6,40,72,16,1,6,229,10,6,1,2,13,13,12,53,1,5,4,0,54,166,50,40
cluster31,39,25,1,102,22,42,6,9,4,26,1,9,63,75,0,3,16,16,0,1,0,0,3,38,4,29
cluster36,146,158,26,4459,50,387,158,9,0,177,3,239,68,268,1,6,123,128,3,23,16,0,98,488,19,217
cluster37,16,155,1,96,20,37,12,5,11,52,0,11,0,18,0,2,4,14,0,4,41,0,9,52,31,34
cluster34,31,115,0,36,17,13,5,3,7,43,0,8,3,17,0,4,7,6,0,3,31,0,9,29,12,16
cluster35,152,452,7,223,164,77,65,21,31,253,7,62,29,66,6,60,23,69,2,7,14,0,184,304,107,139
cluster38,77,301,0,187,45,15,20,2,9,95,9,29,38,92,1,6,10,17,0,7,84,1,22,79,53,69
cluster49,49,46,13,55,25,138,104,14,3,34,8,8,7,12,11,32,9,27,6,16,6,1,28,163,65,11
cluster48,84,114,0,170,20,26,12,2,4,37,0,16,1,130,0,0,21,10,0,1,9,0,25,73,17,65
cluster43,20,95,10,30,25,57,33,8,2,17,11,22,4,25,1,10,10,22,1,2,10,0,37,62,22,25
cluster42,49,37,34,1161,113,213,187,10,7,22,7,9,391,24,13,18,21,2,0,35,96,11,69,322,40,4
cluster41,38,33,51,446,34,102,494,9,4,19,1,321,11,14,0,0,15,7,1,16,16,0,28,305,37,8
cluster40,16,24,20,246,26,124,86,1,2,14,3,101,80,55,5,6,76,29,0,15,20,0,39,160,7,17
cluster47,0,0,0,0,4,1,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0
cluster46,35,27,36,520,79,271,190,18,9,13,22,36,30,14,8,22,30,6,7,54,215,7,38,174,42,13
cluster45,19,44,3,49,48,28,48,4,18,37,38,15,6,7,5,35,2,23,0,9,5,2,44,79,31,11
cluster44,23,49,7,32,95,11,25,12,18,71,10,5,5,36,28,25,0,140,43,4,3,0,85,184,113,21
cluster29,64,72,4,540,40,101,21,4,0,24,5,22,31,143,1,0,29,5,0,8,53,0,11,177,17,52
cluster28,30,18,0,8,8,9,20,0,4,29,5,9,0,4,1,14,4,5,0,2,5,0,11,32,13,20
cluster21,144,139,31,887,33,354,163,12,2,174,0,1225,25,195,2,7,98,66,5,16,69,0,49,368,26,128
cluster20,22,25,0,2,7,15,4,0,2,54,1,3,0,14,2,1,0,13,8,5,4,0,16,61,52,16
cluster23,44,55,6,79,36,29,20,1,2,23,1,26,12,36,0,9,9,28,0,3,6,0,28,101,18,73
cluster22,113,133,4,246,85,259,173,23,23,98,34,50,13,48,10,118,33,81,2,27,23,0,84,277,84,73
cluster25,130,67,5,95,32,83,115,6,9,10,8,8,8,12,0,11,7,49,0,1,9,0,33,130,19,16
cluster24,52,166,2,3470,90,1055,318,0,2,24,477,188,95,142,1,10,92,9,6,55,120,0,120,733,157,95
cluster27,88,327,12,134,106,169,95,18,26,213,4,67,30,50,13,31,29,86,5,18,20,1,92,292,85,88
