cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
cluster11,0,2,1,3,6,2,4,1,0,4,1,1,0,3,2,0,4,5,0,2,2,0,3,12,5,1
cluster12,0,6,1,2,4,6,3,4,1,0,11,3,1,0,0,2,1,0,0,4,2,0,0,6,3,1
cluster13,21,12,0,0,14,11,5,1,3,59,0,13,3,0,0,3,2,12,1,2,4,0,13,41,18,8
cluster14,3,0,0,1,5,9,5,1,1,2,2,2,0,2,0,1,1,1,0,0,1,1,1,17,6,0
cluster15,9,0,4,7,9,40,21,4,1,2,1,6,5,3,1,1,7,1,0,7,3,5,3,22,5,1
cluster16,1,56,2,11,9,16,12,0,2,22,0,21,2,7,4,7,2,6,2,3,2,0,19,36,12,3
cluster17,2,0,2,5,2,12,6,0,2,3,0,0,0,1,1,3,0,2,0,1,1,0,1,19,4,2
cluster32,2,3,0,0,5,10,5,0,1,13,4,8,0,0,2,2,2,2,1,1,2,0,1,18,7,2
cluster19,1,0,3,1,1,17,18,4,0,0,0,0,0,9,1,0,0,1,0,1,0,0,1,15,4,1
cluster30,1,1,0,5,0,8,1,0,1,8,4,1,1,0,2,0,3,2,8,6,1,0,1,25,5,1
cluster31,0,1,1,1,1,1,2,0,1,2,0,0,0,1,1,0,0,4,1,2,0,0,1,11,4,1
cluster36,2,2,0,12,3,5,4,0,1,2,0,0,0,2,1,1,1,5,1,0,1,0,0,9,2,0
cluster37,0,0,0,37,0,1,3,0,0,0,0,3,0,15,0,0,0,0,0,3,0,0,0,4,1,0
cluster34,1,30,0,3,4,5,1,2,0,6,0,16,1,1,0,1,6,3,0,2,2,0,1,10,4,7
cluster35,6,2,0,0,0,6,1,0,0,41,0,0,0,0,2,1,1,3,1,0,0,0,3,16,6,4
cluster38,2,8,0,1,1,3,0,0,0,1,1,1,0,2,1,1,0,0,14,0,1,0,3,7,8,5
cluster39,1,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,1,4
cluster43,1,3,0,18,2,3,8,2,1,2,0,1,0,6,0,3,0,2,1,3,1,0,2,7,1,6
cluster42,3,25,1,7,5,17,16,0,3,7,0,13,1,4,2,7,6,4,1,6,3,0,7,21,11,3
cluster41,2,2,0,6,0,6,8,0,0,3,4,2,0,0,0,1,1,0,0,2,15,0,1,7,0,0
cluster40,0,1,0,13,1,7,3,0,1,1,0,0,1,0,1,0,2,0,1,1,0,0,0,7,2,0
cluster44,1,0,0,6,0,0,3,0,0,2,0,0,0,0,1,1,0,0,25,0,0,0,0,7,4,2
cluster29,1,1,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2
cluster28,0,3,1,0,2,10,19,5,0,0,0,20,2,2,0,1,3,1,0,1,0,0,0,6,1,0
cluster21,2,9,0,9,4,2,1,0,0,2,0,0,0,0,0,0,1,0,3,0,1,0,2,14,7,4
cluster20,2,6,1,1,4,2,2,0,2,21,0,0,0,3,0,1,0,12,0,0,1,0,3,8,12,0
cluster23,6,4,0,23,11,35,14,2,1,4,0,7,17,9,1,1,4,3,0,1,17,0,4,17,3,1
cluster22,1,1,1,3,4,9,6,1,1,7,0,5,1,3,9,3,3,0,0,4,2,0,1,21,9,6
cluster25,0,0,2,5,5,34,23,0,0,3,2,10,2,1,0,0,2,4,0,3,1,1,0,17,4,1
cluster24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster27,4,4,0,2,0,6,3,0,0,8,0,69,0,0,0,0,1,3,1,2,3,0,4,16,4,1
cluster26,23,22,0,1,18,11,4,7,6,36,1,23,6,2,4,1,3,5,0,2,1,0,16,39,12,8
cluster18,1,3,1,146,15,11,2,0,1,1,0,2,2,1,0,4,2,0,0,1,1,0,3,15,0,1
cluster8,0,1,0,78,0,1,1,0,4,0,0,0,0,16,0,0,0,1,0,4,0,0,0,10,3,1
cluster9,8,7,1,45,8,15,3,1,0,4,1,8,4,13,0,1,3,1,0,1,1,0,7,18,3,10
cluster33,0,0,0,0,1,2,0,0,1,3,1,0,0,1,7,0,0,1,0,3,2,0,0,7,4,3
cluster2,0,0,11,0,0,22,36,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,14,1,0
cluster3,2,11,0,22,4,13,9,0,1,7,8,6,1,4,0,2,1,2,2,3,4,0,6,14,8,3
cluster0,14,19,2,4,16,16,21,16,2,13,1,11,4,4,1,7,4,5,0,4,1,0,10,26,15,7
cluster1,1,3,1,16,3,2,1,0,2,2,0,1,6,4,0,1,0,4,13,1,1,0,2,24,7,2
cluster6,0,2,1,36,1,4,2,0,2,0,0,1,1,3,0,0,2,0,0,2,0,0,0,5,2,2
cluster7,1,5,1,5,3,1,1,0,5,3,3,2,4,1,3,17,0,5,5,0,0,0,8,17,10,2
cluster4,7,7,0,1,13,2,4,2,3,14,0,0,0,2,4,2,1,5,0,0,0,0,8,19,16,2
cluster5,2,10,0,58,9,21,12,0,0,2,3,6,22,5,0,2,5,4,1,7,10,0,10,27,7,1
