cluster,category,score
cluster58,travel,0.2
cluster59,travel,0.34782608695652173
cluster54,autos_and_vehicles,0.20833333333333334
cluster55,citizen_journalism,0.23529411764705882
cluster56,default_category,0.3
cluster57,travel,0.22580645161290322
cluster50,technology,0.32
cluster51,citizen_journalism,0.30120481927710846
cluster52,travel,0.3333333333333333
cluster53,food_and_drink,0.3028571428571429
cluster10,videoblogging,0.14285714285714285
cluster11,default_category,0.23880597014925373
cluster12,citizen_journalism,0.3392857142857143
cluster39,default_category,0.19444444444444445
cluster14,conferences_and_other_events,0.4666666666666667
cluster15,default_category,0.2222222222222222
cluster16,citizen_journalism,0.5
cluster17,travel,0.2235294117647059
cluster18,default_category,0.4166666666666667
cluster33,citizen_journalism,0.6122448979591837
cluster30,travel,0.13402061855670103
cluster31,literature,0.17757009345794392
cluster36,food_and_drink,0.17543859649122806
cluster37,citizen_journalism,0.7388888888888889
cluster34,citizen_journalism,0.2604166666666667
cluster35,citizen_journalism,0.2619047619047619
cluster9,travel,0.24242424242424243
cluster64,travel,0.18947368421052632
cluster38,citizen_journalism,0.22857142857142856
cluster49,travel,0.16666666666666666
cluster13,travel,0.16049382716049382
cluster43,travel,0.23255813953488372
cluster42,travel,0.30434782608695654
cluster41,school_and_education,0.2459016393442623
cluster40,gaming,0.2037037037037037
cluster47,food_and_drink,0.45652173913043476
cluster46,citizen_journalism,0.7096774193548387
cluster45,travel,0.15757575757575756
cluster44,travel,0.29411764705882354
cluster29,health,0.6853932584269663
cluster28,food_and_drink,0.2923076923076923
cluster61,travel,0.24
cluster60,travel,0.17857142857142858
cluster63,travel,0.23076923076923078
cluster62,travel,0.25
cluster21,citizen_journalism,0.5909090909090909
cluster20,travel,1.0
cluster23,travel,0.225
cluster22,travel,0.1375
cluster25,travel,0.1792452830188679
cluster24,autos_and_vehicles,0.20967741935483872
cluster27,citizen_journalism,0.2
cluster26,citizen_journalism,0.22448979591836735
cluster32,citizen_journalism,0.208955223880597
cluster8,citizen_journalism,0.1935483870967742
cluster48,music_and_entertainment,0.2631578947368421
cluster19,autos_and_vehicles,0.21656050955414013
cluster2,conferences_and_other_events,0.26666666666666666
cluster3,autos_and_vehicles,0.3253012048192771
cluster0,conferences_and_other_events,0.17687074829931973
cluster1,conferences_and_other_events,0.10638297872340426
cluster6,health,0.4090909090909091
cluster7,food_and_drink,0.4074074074074074
cluster4,school_and_education,0.3541666666666667
cluster5,food_and_drink,0.375
