cluster,category,score
cluster10,travel,0.22727272727272727
cluster11,school_and_education,0.3076923076923077
cluster12,gaming,0.18333333333333332
cluster39,comedy,0.21212121212121213
cluster14,travel,0.20967741935483872
cluster15,travel,1.0
cluster16,food_and_drink,0.17142857142857143
cluster17,default_category,0.25
cluster18,citizen_journalism,0.18620689655172415
cluster33,travel,0.23076923076923078
cluster30,technology,0.2597402597402597
cluster31,citizen_journalism,0.5614035087719298
cluster36,autos_and_vehicles,0.211340206185567
cluster37,default_category,0.16037735849056603
cluster34,conferences_and_other_events,0.17714285714285713
cluster35,citizen_journalism,0.3142857142857143
cluster9,citizen_journalism,0.7121212121212122
cluster38,travel,0.21153846153846154
cluster49,travel,0.22784810126582278
cluster13,travel,0.1590909090909091
cluster43,travel,0.1891891891891892
cluster42,food_and_drink,0.16326530612244897
cluster41,travel,0.16521739130434782
cluster40,food_and_drink,0.47126436781609193
cluster47,travel,0.22972972972972974
cluster46,autos_and_vehicles,0.36046511627906974
cluster45,conferences_and_other_events,0.21739130434782608
cluster44,citizen_journalism,0.2932330827067669
cluster29,travel,0.2840909090909091
cluster28,travel,0.23076923076923078
cluster21,default_category,0.4024390243902439
cluster20,travel,0.16541353383458646
cluster23,citizen_journalism,0.5934065934065934
cluster22,autos_and_vehicles,0.22818791946308725
cluster25,health,0.7157894736842105
cluster24,movies_and_television,0.11392405063291139
cluster27,music_and_entertainment,0.18
cluster26,citizen_journalism,0.6956521739130435
cluster32,citizen_journalism,0.19444444444444445
cluster8,conferences_and_other_events,0.24731182795698925
cluster48,default_category,0.2857142857142857
cluster19,citizen_journalism,0.22
cluster2,citizen_journalism,0.2727272727272727
cluster3,citizen_journalism,0.29015544041450775
cluster0,travel,0.16
cluster1,conferences_and_other_events,0.234375
cluster6,food_and_drink,0.2663316582914573
cluster7,food_and_drink,0.2619047619047619
cluster4,food_and_drink,0.375
cluster5,travel,0.2222222222222222
