cluster,category,score
cluster10,food_and_drink,0.375
cluster11,travel,0.1875
cluster12,gaming,0.18032786885245902
cluster13,food_and_drink,0.23983739837398374
cluster14,travel,0.27419354838709675
cluster15,conferences_and_other_events,0.23809523809523808
cluster16,autos_and_vehicles,0.2178988326848249
cluster17,travel,0.2753623188405797
cluster32,travel,0.1978021978021978
cluster19,default_category,0.23076923076923078
cluster30,travel,0.29411764705882354
cluster31,travel,0.3055555555555556
cluster36,citizen_journalism,0.2222222222222222
cluster37,citizen_journalism,0.5522388059701493
cluster34,autos_and_vehicles,0.2830188679245283
cluster35,food_and_drink,0.44086021505376344
cluster38,school_and_education,0.23333333333333334
cluster39,travel,0.25
cluster43,citizen_journalism,0.2465753424657534
cluster42,autos_and_vehicles,0.14450867052023122
cluster41,technology,0.25
cluster40,citizen_journalism,0.30952380952380953
cluster44,school_and_education,0.4807692307692308
cluster29,food_and_drink,0.42857142857142855
cluster28,health,0.2597402597402597
cluster21,travel,0.22950819672131148
cluster20,food_and_drink,0.25925925925925924
cluster23,conferences_and_other_events,0.1891891891891892
cluster22,travel,0.2079207920792079
cluster25,conferences_and_other_events,0.2833333333333333
cluster24,travel,1.0
cluster27,health,0.5267175572519084
cluster26,travel,0.1553784860557769
cluster18,citizen_journalism,0.6854460093896714
cluster8,citizen_journalism,0.65
cluster9,citizen_journalism,0.27607361963190186
cluster33,music_and_entertainment,0.19444444444444445
cluster2,default_category,0.4044943820224719
cluster3,citizen_journalism,0.16541353383458646
cluster0,travel,0.11659192825112108
cluster1,travel,0.24742268041237114
cluster6,citizen_journalism,0.5454545454545454
cluster7,personal_or_auto-biographical,0.16666666666666666
cluster4,travel,0.16964285714285715
cluster5,citizen_journalism,0.25892857142857145
