cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,3,1,0,2,1,12,8,2,1,6,4,4,1,3,3,3,2,1,0,2,2,0,2,25,5,3
cluster11,1,9,0,14,6,2,3,0,0,4,0,0,0,1,0,1,1,1,17,1,1,0,2,15,12,5
cluster12,2,2,0,0,1,3,0,0,0,10,1,0,0,0,0,0,0,0,0,0,2,0,1,7,2,3
cluster13,1,3,1,83,5,2,1,0,3,0,1,1,2,14,0,1,1,1,10,4,0,0,0,21,4,2
cluster14,3,0,0,4,6,7,7,0,2,9,5,11,0,2,3,1,1,2,2,3,5,0,1,24,9,4
cluster15,3,7,1,1,4,3,1,0,3,20,0,1,0,4,2,2,0,10,1,0,1,0,6,12,14,0
cluster16,7,5,1,23,13,50,15,1,1,3,2,7,4,11,0,0,5,3,0,2,21,1,1,24,4,1
cluster17,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
cluster32,2,11,0,5,5,4,1,0,6,3,1,0,2,1,2,6,0,9,17,1,0,0,8,27,10,6
cluster33,8,35,1,6,3,38,20,5,4,13,0,13,1,3,4,8,5,7,0,8,2,0,7,25,15,3
cluster30,2,15,2,46,7,27,28,1,0,6,7,20,3,5,0,1,3,0,2,5,7,0,10,25,5,5
cluster31,16,43,1,1,17,19,10,13,5,48,2,24,2,3,6,5,5,11,1,4,1,0,19,59,24,7
cluster34,2,5,0,6,5,12,13,2,1,2,14,5,1,0,0,2,0,0,0,5,13,0,1,8,3,1
cluster29,6,2,0,0,2,9,0,0,0,35,0,1,0,0,5,0,1,1,1,1,1,0,2,15,7,5
cluster28,2,2,0,12,3,9,5,0,0,2,0,0,1,3,1,1,1,6,5,0,2,0,0,7,2,0
cluster21,1,12,0,0,4,2,1,0,0,12,0,4,0,1,1,1,3,3,0,1,3,0,0,10,6,2
cluster20,0,3,1,2,1,3,15,2,0,1,0,79,0,0,0,0,1,1,0,1,2,0,3,9,3,1
cluster23,1,3,0,23,2,8,9,3,1,3,0,0,0,8,1,3,1,2,1,3,1,0,2,9,2,5
cluster22,2,0,4,5,2,15,12,2,2,3,0,1,0,1,1,3,0,2,0,3,1,0,2,21,5,2
cluster25,0,1,0,6,1,14,5,0,1,6,1,5,2,2,9,0,1,1,0,7,1,0,0,30,5,3
cluster24,7,17,0,29,18,10,15,3,3,9,5,2,9,11,1,16,0,4,5,3,0,0,11,30,15,4
cluster27,2,27,0,2,4,7,2,2,1,7,0,12,1,1,0,0,4,2,0,2,2,0,4,8,2,7
cluster26,0,0,0,65,0,0,1,0,3,0,0,0,0,16,0,0,0,0,0,5,0,0,0,10,2,1
cluster18,0,4,1,15,4,9,9,1,1,5,1,1,1,3,2,0,6,4,6,3,1,0,3,25,7,1
cluster8,9,8,2,42,3,20,9,0,0,8,0,10,3,9,0,2,5,6,1,2,2,0,5,17,1,8
cluster9,7,10,2,11,10,9,3,1,0,3,1,4,2,12,0,0,5,0,0,0,1,0,4,10,4,3
cluster19,6,6,3,2,16,2,7,2,5,12,1,0,0,4,3,5,1,10,7,0,1,0,10,19,24,5
cluster2,3,25,2,4,7,18,13,2,0,12,0,26,2,3,1,11,5,2,1,5,2,0,5,27,12,4
cluster3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster0,31,8,0,1,21,14,8,2,6,66,0,18,7,1,3,1,3,13,1,1,1,0,17,48,20,8
cluster1,2,7,0,173,11,27,9,0,0,0,0,2,25,4,0,2,3,1,0,6,8,1,12,30,4,3
cluster6,1,1,10,1,2,33,39,7,0,1,0,9,0,1,0,1,9,3,1,6,3,0,2,21,3,1
cluster7,0,0,4,6,6,3,9,1,1,4,1,1,19,2,2,2,0,0,0,1,0,4,4,13,3,0
cluster4,1,0,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,8,1,4
cluster5,3,0,2,2,4,14,15,1,0,6,2,2,0,2,1,0,2,2,2,0,1,1,2,21,7,2
