cluster,category,precision
0,autos_and_vehicles,0.15384615384615385
1,health,0.2835820895522388
10,food_and_drink,0.3442622950819672
11,food_and_drink,0.13953488372093023
12,travel,0.18699186991869918
13,travel,0.21153846153846154
14,conferences_and_other_events,0.1815856777493606
15,citizen_journalism,0.17333333333333334
16,food_and_drink,0.36363636363636365
17,citizen_journalism,0.6306306306306306
18,food_and_drink,0.375
19,food_and_drink,0.29577464788732394
2,travel,0.1746031746031746
20,travel,0.2222222222222222
21,travel,0.2967032967032967
22,travel,0.26548672566371684
23,autos_and_vehicles,0.13135593220338984
24,travel,1.0
25,citizen_journalism,0.3
26,citizen_journalism,0.38404452690166974
27,citizen_journalism,0.5785123966942148
28,food_and_drink,0.17757009345794392
29,autos_and_vehicles,0.44047619047619047
3,health,0.24382716049382716
4,travel,0.20512820512820512
5,travel,0.2
6,conferences_and_other_events,0.1625
7,conferences_and_other_events,0.14893617021276595
8,travel,0.1651376146788991
9,travel,0.1827956989247312
