cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,0,0,2,4,5,1,5,1,0,4,1,1,18,2,1,2,0,0,0,1,0,4,4,11,2,0
1,0,1,0,5,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,4,1,0,0,4,1,0
10,2,1,2,2,9,3,2,2,2,7,0,0,0,2,2,0,0,9,0,0,0,0,7,12,6,2
11,0,1,1,1,1,28,12,1,0,1,1,1,0,0,2,0,0,3,0,4,0,0,1,10,5,2
12,2,0,0,1,5,5,4,0,2,10,3,10,0,0,3,1,2,2,1,0,0,0,0,18,6,1
13,1,1,0,2,1,5,8,2,0,1,0,56,0,0,0,0,2,0,0,0,2,0,1,3,3,0
14,0,0,0,9,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
15,9,32,1,2,6,11,3,9,3,34,0,21,2,1,2,2,0,11,1,2,2,0,22,32,11,6
16,10,10,0,0,11,5,6,0,1,26,0,0,0,1,1,3,0,3,0,1,0,0,2,20,14,3
17,5,1,0,8,8,7,1,0,1,4,2,0,3,7,0,8,1,4,2,0,0,0,2,10,6,1
18,2,5,1,6,1,19,12,0,1,4,0,9,2,2,2,4,3,1,0,7,2,0,0,18,6,2
19,0,2,0,10,2,5,6,1,1,1,0,0,0,2,1,2,0,0,1,1,1,0,1,5,0,3
2,0,4,0,2,3,4,1,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,4,9,4,2
20,3,5,0,0,2,0,1,0,0,9,0,0,0,1,0,0,0,7,0,0,2,0,1,4,4,0
21,7,35,0,4,7,13,8,2,1,4,0,4,0,3,0,7,2,2,1,1,7,0,11,19,8,0
22,0,2,0,1,3,1,3,0,2,2,1,2,1,0,1,3,0,3,3,0,0,1,3,14,5,3
23,2,0,2,5,0,5,7,0,2,3,0,0,0,0,1,2,0,1,0,1,1,0,1,12,3,2
24,0,0,0,57,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,8,2,0
25,3,3,0,16,2,28,9,1,1,0,1,5,4,10,0,0,5,2,0,1,2,0,0,20,3,2
26,2,5,1,1,1,1,1,0,1,1,0,1,0,3,2,2,0,2,7,0,0,0,3,10,7,1
27,1,25,0,2,3,6,3,1,1,4,0,8,1,1,0,0,4,1,0,2,1,0,1,7,1,5
28,1,7,2,21,3,15,21,1,0,4,3,12,2,5,0,0,3,0,2,4,3,0,8,18,3,3
29,0,1,1,12,4,5,3,0,1,1,0,1,1,0,1,0,3,0,1,2,0,0,2,7,4,0
3,27,6,0,1,18,12,5,2,5,49,0,16,7,1,3,1,3,10,0,1,1,0,15,33,15,6
30,1,3,0,0,4,10,7,1,1,7,0,6,1,1,1,0,1,2,0,3,1,0,0,13,6,4
31,1,0,0,0,0,1,0,0,1,14,0,0,0,1,0,1,0,0,0,0,0,0,2,2,7,0
32,0,1,0,7,1,1,4,0,0,3,1,1,0,5,0,0,0,1,4,1,1,0,0,4,3,1
33,3,0,0,1,1,9,3,1,0,6,2,3,1,4,2,2,3,1,1,1,1,0,1,19,6,3
34,1,4,0,0,1,1,0,1,0,3,0,6,0,1,0,1,0,0,0,0,1,0,0,1,2,2
35,2,8,0,6,2,2,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,14,7,5
36,3,4,1,33,0,10,5,0,0,6,0,5,1,4,0,0,3,2,0,1,1,0,2,7,1,4
37,0,2,0,6,2,4,3,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,4,2,1
38,1,0,1,5,4,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,9,1,4
39,3,2,0,11,5,4,6,0,1,1,1,0,1,3,0,1,1,4,2,0,2,0,1,7,2,1
4,0,1,0,27,6,2,3,0,1,1,0,1,1,4,1,1,1,1,18,1,0,0,0,14,4,1
40,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
41,3,1,0,5,4,3,1,1,0,0,1,5,2,8,0,0,2,0,0,0,1,0,2,10,0,1
42,1,3,0,0,2,5,2,1,0,9,3,4,0,0,1,1,3,2,1,1,2,0,1,11,3,0
43,0,2,3,0,1,10,20,3,0,2,0,13,0,0,1,1,6,1,2,4,0,0,3,6,2,1
44,1,1,1,16,2,1,3,0,4,1,0,1,4,3,2,0,0,3,17,1,1,1,6,26,10,3
45,0,0,0,0,0,5,1,0,0,2,1,0,0,0,4,0,1,1,1,3,2,0,0,8,2,2
46,5,20,2,1,10,10,11,6,5,14,0,4,2,2,5,7,2,4,1,2,0,0,8,23,11,4
47,1,1,0,0,0,1,1,1,0,3,1,0,0,2,0,0,1,4,1,1,3,0,0,7,4,2
48,1,0,9,0,0,22,30,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,12,1,2
49,2,5,0,16,3,3,5,2,0,4,1,1,2,4,0,5,1,2,0,1,0,0,4,6,2,1
5,1,12,1,1,5,5,6,1,0,9,0,12,1,1,1,9,4,2,1,2,1,0,2,16,8,3
50,0,4,0,0,4,1,0,0,0,2,0,2,0,1,0,0,1,0,0,1,2,0,0,5,3,1
51,0,0,0,0,0,2,1,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,0,4,1,0
52,0,1,0,3,0,6,3,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,6,1,1
53,5,1,1,11,13,25,9,1,1,2,1,4,2,1,1,0,2,1,0,2,24,1,3,10,2,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,1,6,0,54,9,18,6,0,0,0,5,5,1,3,0,1,4,1,0,6,6,0,2,18,3,1
56,3,18,1,3,6,6,2,1,0,6,0,5,1,5,0,0,3,1,0,0,0,0,1,7,4,2
57,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,6,1,0
58,5,11,0,20,3,9,4,1,0,7,0,19,1,3,0,3,1,4,0,1,0,0,8,15,2,6
59,3,0,2,2,1,10,12,1,0,2,0,1,0,1,1,0,0,1,0,0,1,0,0,10,5,0
6,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
60,0,3,0,2,4,3,7,2,0,1,10,1,1,0,0,0,0,0,0,3,8,0,0,4,1,0
61,1,1,1,50,0,1,0,0,2,0,1,0,1,10,0,1,0,1,0,2,0,0,0,7,2,0
62,0,0,2,3,3,13,4,3,1,0,1,1,0,4,1,2,0,1,0,2,0,0,0,11,0,0
63,6,1,0,0,1,4,0,0,1,29,0,0,0,0,0,1,0,1,0,0,1,0,3,12,8,5
64,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,2
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,1,2,0,4,0,11,5,0,0,1,5,2,0,0,1,2,0,1,0,2,1,0,1,3,3,1
