file_name,map
5,0.9960205390081304
10,0.984288987702929
15,0.9562859321593635
20,0.9087234717621846
25,0.8018425324199163
30,0.6928898569620157
35,0.6035452769302284
40,0.601472725960212
45,0.674984509194868
50,0.8175725247023922
