cluster,category,precision
24,food_and_drink,0.1518987341772152
25,autos_and_vehicles,0.5
26,travel,0.19672131147540983
27,travel,0.22972972972972974
20,food_and_drink,0.16216216216216217
21,citizen_journalism,0.4
22,citizen_journalism,0.2619047619047619
23,movies_and_television,0.1732283464566929
28,conferences_and_other_events,0.20521172638436483
29,food_and_drink,0.18518518518518517
1,travel,0.14492753623188406
0,travel,0.20481927710843373
3,travel,1.0
2,travel,1.0
5,comedy,0.16666666666666666
4,travel,0.16521739130434782
7,travel,0.21301775147928995
6,religion,1.0
9,travel,0.15384615384615385
8,food_and_drink,0.2127659574468085
39,autos_and_vehicles,0.3333333333333333
38,citizen_journalism,0.16535433070866143
11,movies_and_television,0.5
10,travel,0.1509433962264151
13,conferences_and_other_events,1.0
12,citizen_journalism,0.30962343096234307
15,autos_and_vehicles,0.13675213675213677
14,citizen_journalism,0.2226027397260274
17,health,0.35406698564593303
16,gaming,0.36363636363636365
19,citizen_journalism,0.23979591836734693
18,food_and_drink,0.22869955156950672
31,conferences_and_other_events,0.1941747572815534
30,food_and_drink,0.20952380952380953
37,citizen_journalism,0.3490566037735849
36,travel,0.1774193548387097
35,autos_and_vehicles,0.12941176470588237
34,citizen_journalism,0.6758620689655173
33,health,0.4557823129251701
32,travel,0.19680851063829788
