cluster,category,score
cluster48,autos_and_vehicles,0.14063215758131012
cluster54,health,0.25077591558038487
cluster50,comedy,0.2549019607843137
cluster51,autos_and_vehicles,0.1772039180765806
cluster52,citizen_journalism,0.15922798552472858
cluster53,health,0.36210403952339437
cluster10,food_and_drink,0.19005847953216373
cluster11,citizen_journalism,0.24376508447304907
cluster12,autos_and_vehicles,0.1873824942552747
cluster39,conferences_and_other_events,0.2076923076923077
cluster14,travel,0.1595238095238095
cluster15,travel,0.1843207660083782
cluster16,default_category,0.2796961325966851
cluster17,health,0.310126582278481
cluster32,autos_and_vehicles,0.4040632054176072
cluster19,travel,0.1532258064516129
cluster30,citizen_journalism,0.14960629921259844
cluster31,citizen_journalism,0.1511142061281337
cluster36,default_category,0.29882677708764666
cluster37,citizen_journalism,0.190521327014218
cluster34,autos_and_vehicles,0.21816037735849056
cluster35,comedy,0.26666666666666666
cluster38,citizen_journalism,0.5221374045801527
cluster49,travel,0.1487695749440716
cluster13,citizen_journalism,0.44775296388199615
cluster43,gaming,0.6339491916859122
cluster42,default_category,0.32340425531914896
cluster41,food_and_drink,0.1943620178041543
cluster40,citizen_journalism,0.5369545859305432
cluster47,conferences_and_other_events,0.2255083179297597
cluster46,travel,0.24791666666666667
cluster45,citizen_journalism,0.19264705882352942
cluster44,autos_and_vehicles,0.14705882352941177
cluster29,travel,0.16856780735107732
cluster28,conferences_and_other_events,0.1889168765743073
cluster21,citizen_journalism,0.6776565464895635
cluster20,conferences_and_other_events,0.2925287356321839
cluster23,conferences_and_other_events,0.2243436754176611
cluster22,autos_and_vehicles,0.20051303976058144
cluster25,travel,0.13061506565307532
cluster24,travel,0.13248542660307366
cluster27,art,0.16880939072107323
cluster26,citizen_journalism,0.21711366538952745
cluster18,autos_and_vehicles,0.1729834791059281
cluster8,citizen_journalism,0.33423618634886243
cluster9,citizen_journalism,0.2677038626609442
cluster33,travel,0.15461703650680028
cluster2,citizen_journalism,0.3199923032518761
cluster3,autos_and_vehicles,0.2579263067694944
cluster0,autos_and_vehicles,0.1762917933130699
cluster1,citizen_journalism,0.6755255850852836
cluster6,travel,0.1337767923133777
cluster7,autos_and_vehicles,0.1890343698854337
cluster4,citizen_journalism,0.4078164825828377
cluster5,health,0.2069608452454941
