cluster,category,score
cluster10,autos_and_vehicles,0.15771812080536912
cluster11,travel,0.12711454809086514
cluster38,food_and_drink,0.19426670079344766
cluster39,autos_and_vehicles,0.1763668430335097
cluster14,citizen_journalism,0.5091453275690057
cluster15,default_category,0.24919093851132687
cluster16,travel,0.18417945690672963
cluster17,autos_and_vehicles,0.1672077922077922
cluster32,citizen_journalism,0.5238095238095238
cluster19,travel,0.15603328710124825
cluster30,citizen_journalism,0.268637195919435
cluster31,autos_and_vehicles,0.3867109634551495
cluster36,travel,0.15066964285714285
cluster37,citizen_journalism,0.5231621349446123
cluster34,art,0.1680178920883422
cluster35,health,0.3899566026038438
cluster9,conferences_and_other_events,0.19714964370546317
cluster12,citizen_journalism,0.20241691842900303
cluster49,citizen_journalism,0.1499540018399264
cluster13,citizen_journalism,0.37954098360655736
cluster43,autos_and_vehicles,0.21605667060212513
cluster42,travel,0.200836820083682
cluster41,conferences_and_other_events,0.22713864306784662
cluster40,citizen_journalism,0.6735218508997429
cluster47,conferences_and_other_events,0.18310970797158643
cluster46,comedy,0.26666666666666666
cluster45,citizen_journalism,0.1497695852534562
cluster44,citizen_journalism,0.20606060606060606
cluster29,autos_and_vehicles,0.15098039215686274
cluster28,travel,0.13693560325684678
cluster21,travel,0.1539855072463768
cluster20,health,0.3840814437760296
cluster23,autos_and_vehicles,0.1769825918762089
cluster22,default_category,0.3220836390315481
cluster25,autos_and_vehicles,0.17530668777206174
cluster24,citizen_journalism,0.29907539118065435
cluster27,travel,0.17640918580375783
cluster26,travel,0.15526122148638705
cluster18,citizen_journalism,0.146011396011396
cluster8,citizen_journalism,0.21133124782759818
cluster48,citizen_journalism,0.16091954022988506
cluster33,autos_and_vehicles,0.22073757349011225
cluster2,autos_and_vehicles,0.19034482758620688
cluster3,autos_and_vehicles,0.18588807785888078
cluster0,comedy,0.25193798449612403
cluster1,citizen_journalism,0.31819873464830667
cluster6,conferences_and_other_events,0.2749019607843137
cluster7,citizen_journalism,0.6365633926609536
cluster4,citizen_journalism,0.22458628841607564
cluster5,citizen_journalism,0.30617136009586576
