cluster,category,score
cluster10,autos_and_vehicles,0.14969094329481322
cluster11,default_category,0.21162185602775369
cluster12,citizen_journalism,0.14660056657223797
cluster13,conferences_and_other_events,0.2771958098307816
cluster14,travel,0.17497231450719822
cluster15,gaming,0.3803446075303127
cluster16,citizen_journalism,0.14860335195530727
cluster17,autos_and_vehicles,0.1771479185119575
cluster32,citizen_journalism,0.19055118110236222
cluster33,citizen_journalism,0.6332511995850084
cluster30,citizen_journalism,0.20386702849389415
cluster31,default_category,0.2219730941704036
cluster34,travel,0.18094157685762904
cluster29,autos_and_vehicles,0.1596958174904943
cluster28,citizen_journalism,0.40211567523011404
cluster21,citizen_journalism,0.44004796163069543
cluster20,autos_and_vehicles,0.16349701958558047
cluster23,autos_and_vehicles,0.405
cluster22,food_and_drink,0.19113074783177875
cluster25,travel,0.12932259592610137
cluster24,conferences_and_other_events,0.17865429234338748
cluster27,citizen_journalism,0.15734989648033126
cluster26,default_category,0.2792689891490577
cluster18,travel,0.12854030501089325
cluster8,autos_and_vehicles,0.182421875
cluster9,citizen_journalism,0.18054532056005895
cluster19,citizen_journalism,0.15169720636827877
cluster2,citizen_journalism,0.31705052005943535
cluster3,autos_and_vehicles,0.16025833583658755
cluster0,citizen_journalism,0.5983606557377049
cluster1,health,0.3631687242798354
cluster6,citizen_journalism,0.44798962386511026
cluster7,citizen_journalism,0.2680652680652681
cluster4,travel,0.16666666666666666
cluster5,health,0.2393465909090909
