cluster,category,score
cluster58,citizen_journalism,0.15621436716077536
cluster59,autos_and_vehicles,0.19777601270849882
cluster54,travel,0.13433609958506224
cluster55,travel,0.1596244131455399
cluster56,travel,0.13404114134041142
cluster57,comedy,0.2857142857142857
cluster50,citizen_journalism,0.5278637770897833
cluster51,conferences_and_other_events,0.20322459692538433
cluster52,travel,1.0
cluster53,citizen_journalism,0.20566502463054187
cluster10,travel,0.148171109733416
cluster11,conferences_and_other_events,0.22864232541651897
cluster12,citizen_journalism,0.6847172081829122
cluster39,conferences_and_other_events,0.20998719590268886
cluster14,citizen_journalism,0.25
cluster15,travel,0.15910727141828654
cluster16,food_and_drink,0.17635212888377447
cluster17,travel,0.13555555555555557
cluster32,art,0.17662753468516543
cluster33,travel,0.1740927882406982
cluster30,autos_and_vehicles,0.1887905604719764
cluster31,citizen_journalism,0.15437158469945356
cluster36,citizen_journalism,0.3005759539236861
cluster37,citizen_journalism,0.6908384590482357
cluster34,conferences_and_other_events,0.2988972721996518
cluster35,autos_and_vehicles,0.17972893341190335
cluster9,citizen_journalism,0.5279589934762349
cluster38,conferences_and_other_events,0.23391215526046988
cluster49,autos_and_vehicles,0.18432725480532283
cluster13,autos_and_vehicles,0.1786038077969175
cluster43,citizen_journalism,0.14996829422954977
cluster42,citizen_journalism,0.18102697998259357
cluster41,autos_and_vehicles,0.18540752712999306
cluster40,autos_and_vehicles,0.3917525773195876
cluster47,citizen_journalism,0.15135135135135136
cluster46,default_category,0.32405891980360063
cluster45,autos_and_vehicles,0.175146771037182
cluster44,travel,0.1452894438138479
cluster29,citizen_journalism,0.14285714285714285
cluster28,autos_and_vehicles,0.25114573785517874
cluster21,comedy,0.25193798449612403
cluster20,gaming,0.5930599369085173
cluster23,autos_and_vehicles,0.15704697986577182
cluster22,conferences_and_other_events,0.19321148825065274
cluster25,citizen_journalism,0.2528837622005324
cluster24,autos_and_vehicles,0.2169811320754717
cluster27,health,0.34972677595628415
cluster26,citizen_journalism,0.323297342192691
cluster18,travel,0.20994475138121546
cluster8,citizen_journalism,0.4025974025974026
cluster48,travel,0.1711777615215801
cluster19,health,0.4143198090692124
cluster2,citizen_journalism,0.4058459808881394
cluster3,citizen_journalism,0.44805194805194803
cluster0,travel,0.1686046511627907
cluster1,citizen_journalism,0.2931726907630522
cluster6,travel,0.1835985312117503
cluster7,default_category,0.2671936758893281
cluster4,travel,0.17787913340935005
cluster5,default_category,0.3091353996737357
