cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,4,19,1,4,6,4,1,1,1,12,0,1,1,3,0,1,0,2,0,1,2,0,3,16,16,2
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
11,2,16,0,15,9,13,8,1,2,2,1,3,2,4,0,6,0,2,4,0,2,1,3,17,5,3
12,1,1,0,2,2,1,0,0,1,6,0,1,1,0,1,1,0,4,1,0,0,0,5,5,4,3
13,5,3,1,2,21,24,23,3,3,39,2,33,0,4,15,3,10,2,1,7,3,0,2,57,25,7
14,10,9,1,0,6,11,11,1,7,56,2,10,3,1,9,7,7,8,0,2,6,0,0,27,12,7
15,5,12,0,1,4,1,1,2,4,14,0,1,1,1,0,2,0,6,0,0,2,0,4,15,8,3
16,2,3,2,30,6,4,3,1,0,1,1,0,0,0,1,1,2,0,13,1,0,0,1,16,6,3
17,3,13,4,7,8,52,29,6,2,2,19,15,5,3,3,3,10,4,1,21,15,0,3,29,9,4
18,2,1,0,0,4,1,2,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,2,4,2,0
19,5,5,3,23,4,22,17,6,2,7,0,2,7,5,3,5,1,2,14,5,2,0,2,27,7,4
2,3,3,1,8,11,51,32,6,2,2,0,8,1,5,0,1,5,1,1,12,9,0,0,30,7,3
20,6,8,1,6,7,1,4,0,1,6,0,0,2,5,1,5,1,2,0,1,1,0,3,21,10,6
21,3,6,0,1,6,1,0,0,1,12,4,2,0,1,0,2,0,2,0,0,1,0,3,10,1,6
22,2,27,1,38,10,8,12,1,2,4,3,0,6,5,1,3,1,3,1,1,2,2,5,24,7,2
23,1,5,1,5,3,12,13,2,0,2,0,65,2,1,0,3,3,1,0,2,3,0,2,10,1,1
24,3,6,1,5,6,0,6,1,3,11,0,0,4,2,1,3,0,3,0,0,0,0,6,11,4,1
25,0,0,0,74,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,9,1,0
26,5,7,1,0,0,0,2,0,0,8,1,1,0,0,1,0,0,0,0,1,0,0,7,4,3,2
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,1,0,1,39,1,3,3,0,0,2,0,0,0,10,0,0,0,0,6,2,0,0,0,15,1,1
29,4,10,2,78,7,20,7,1,2,1,0,1,3,4,0,0,2,0,0,0,5,0,3,17,3,1
3,1,1,0,0,0,0,1,0,0,5,0,1,1,1,0,0,0,5,0,0,0,0,3,5,2,1
30,1,3,1,29,2,11,3,0,0,1,0,2,0,5,0,1,2,0,24,0,2,0,0,23,4,2
31,3,3,0,19,4,16,13,2,1,4,0,1,5,0,2,2,0,1,5,1,2,0,0,22,9,3
32,8,1,3,75,3,19,11,1,1,1,1,6,2,3,1,0,4,1,1,4,10,1,3,18,1,2
33,1,11,0,16,5,12,7,0,0,4,1,1,0,2,0,2,3,3,0,0,1,1,3,17,9,2
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,1,8,1,17,6,7,8,3,1,4,0,1,10,5,2,4,3,7,0,4,1,0,3,17,5,3
36,6,6,0,1,2,0,0,0,2,5,1,0,5,0,2,2,1,3,0,0,1,0,2,11,2,7
37,4,11,0,0,6,4,2,1,2,19,3,2,0,0,2,3,0,6,0,0,1,0,5,13,14,2
38,1,5,2,20,1,18,20,7,0,4,1,5,3,19,1,2,4,1,9,3,0,0,1,30,8,3
39,3,6,1,17,4,7,5,0,1,3,1,0,4,18,0,2,2,3,0,4,0,1,3,17,2,5
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,6,9,1,1,5,5,2,0,3,16,0,1,0,0,1,3,0,6,1,1,1,0,5,11,11,7
41,4,12,0,3,12,3,5,1,1,25,2,5,1,1,3,0,2,7,0,0,1,0,5,21,18,2
42,2,2,2,3,4,13,16,1,0,9,1,77,0,1,0,2,8,2,0,2,1,0,34,33,5,0
43,4,12,0,4,3,4,2,1,1,6,1,2,7,1,1,4,0,6,0,1,0,0,8,7,2,3
44,3,8,4,46,5,47,17,4,0,5,0,11,1,2,0,2,1,2,1,3,12,1,4,19,6,2
5,8,3,0,0,5,1,3,0,2,11,0,1,6,2,0,1,1,5,0,0,0,0,4,13,7,4
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,9,12,0,3,11,2,4,0,2,6,0,0,4,3,0,2,0,5,0,1,1,0,6,15,4,1
8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
