cluster,category,score
cluster10,travel,0.1301913205786281
cluster11,conferences_and_other_events,0.17839292579777008
cluster38,autos_and_vehicles,0.16601409553641347
cluster39,travel,0.1337386018237082
cluster14,travel,0.15651201788708777
cluster15,citizen_journalism,0.14688128772635814
cluster16,citizen_journalism,0.1994
cluster17,comedy,0.26666666666666666
cluster18,citizen_journalism,0.37639664804469275
cluster33,citizen_journalism,0.14721919302071973
cluster30,travel,0.14570230607966456
cluster31,conferences_and_other_events,0.1587202007528231
cluster36,citizen_journalism,0.3944353518821604
cluster37,autos_and_vehicles,0.22319474835886213
cluster34,citizen_journalism,0.4775473399458972
cluster35,autos_and_vehicles,0.16660355925785686
cluster12,travel,0.20125786163522014
cluster13,citizen_journalism,0.5525296136388796
cluster29,travel,0.19808306709265175
cluster28,autos_and_vehicles,0.3463469046291132
cluster21,travel,0.18151815181518152
cluster20,food_and_drink,0.24722838137472283
cluster23,citizen_journalism,0.238029146426093
cluster22,travel,0.15855263157894736
cluster25,autos_and_vehicles,0.15735294117647058
cluster24,citizen_journalism,0.14746543778801843
cluster27,autos_and_vehicles,0.23665338645418327
cluster26,autos_and_vehicles,0.16903006239364718
cluster32,citizen_journalism,0.3758793969849246
cluster8,citizen_journalism,0.1852207293666027
cluster9,citizen_journalism,0.24780701754385964
cluster19,autos_and_vehicles,0.16841186736474695
cluster2,health,0.1705544933078394
cluster3,citizen_journalism,0.42055278217460124
cluster0,citizen_journalism,0.47336607480166226
cluster1,autos_and_vehicles,0.1470189701897019
cluster6,health,0.3316906747536012
cluster7,autos_and_vehicles,0.15624027388733272
cluster4,autos_and_vehicles,0.16321364957345083
cluster5,citizen_journalism,0.2040332147093713
