cluster,category,score
cluster10,conferences_and_other_events,0.18849840255591055
cluster11,conferences_and_other_events,1.0
cluster12,autos_and_vehicles,0.25
cluster13,travel,0.20224719101123595
cluster14,travel,0.19718309859154928
cluster15,citizen_journalism,0.3333333333333333
cluster16,food_and_drink,0.21428571428571427
cluster17,travel,0.2358974358974359
cluster32,travel,0.1574074074074074
cluster33,health,0.34375
cluster30,conferences_and_other_events,0.21011673151750973
cluster31,conferences_and_other_events,0.17151162790697674
cluster34,travel,0.16666666666666666
cluster29,citizen_journalism,0.29880478087649404
cluster28,citizen_journalism,0.11764705882352941
cluster21,travel,0.18181818181818182
cluster20,food_and_drink,0.15934065934065933
cluster23,citizen_journalism,0.5
cluster22,health,0.45098039215686275
cluster25,food_and_drink,0.22608695652173913
cluster24,citizen_journalism,0.3004694835680751
cluster27,religion,1.0
cluster26,citizen_journalism,0.41721854304635764
cluster18,gaming,0.3333333333333333
cluster8,citizen_journalism,0.37339055793991416
cluster9,comedy,0.16666666666666666
cluster19,travel,0.19411764705882353
cluster2,travel,1.0
cluster3,food_and_drink,0.1875
cluster0,autos_and_vehicles,0.12280701754385964
cluster1,travel,0.1493212669683258
cluster6,autos_and_vehicles,0.5
cluster7,food_and_drink,0.1864406779661017
cluster4,travel,1.0
cluster5,travel,0.1619047619047619
