cluster,category,score
cluster10,art,0.3333333333333333
cluster11,travel,0.20085470085470086
cluster12,food_and_drink,0.21428571428571427
cluster39,food_and_drink,0.14814814814814814
cluster14,travel,0.175
cluster15,movies_and_television,0.5
cluster16,travel,0.19285714285714287
cluster17,health,0.35964912280701755
cluster18,travel,0.2222222222222222
cluster33,conferences_and_other_events,0.1875
cluster30,travel,0.14634146341463414
cluster31,food_and_drink,0.21782178217821782
cluster36,travel,0.2777777777777778
cluster37,citizen_journalism,0.3222748815165877
cluster34,citizen_journalism,0.4578313253012048
cluster35,gaming,0.4444444444444444
cluster38,travel,0.15555555555555556
cluster13,travel,1.0
cluster43,citizen_journalism,0.18543046357615894
cluster42,autos_and_vehicles,0.16346153846153846
cluster41,health,0.22764227642276422
cluster40,citizen_journalism,0.2
cluster44,travel,0.17543859649122806
cluster29,citizen_journalism,0.2689075630252101
cluster28,citizen_journalism,0.3333333333333333
cluster21,autos_and_vehicles,0.1891891891891892
cluster20,religion,1.0
cluster23,food_and_drink,0.19375
cluster22,conferences_and_other_events,0.2186046511627907
cluster25,citizen_journalism,0.7058823529411765
cluster24,citizen_journalism,0.16279069767441862
cluster27,food_and_drink,0.15384615384615385
cluster26,autos_and_vehicles,0.5
cluster32,travel,0.16666666666666666
cluster8,citizen_journalism,0.3333333333333333
cluster9,travel,0.18125
cluster19,citizen_journalism,0.35545023696682465
cluster2,travel,1.0
cluster3,autos_and_vehicles,0.5
cluster0,citizen_journalism,0.175
cluster1,food_and_drink,0.18181818181818182
cluster6,travel,0.1506849315068493
cluster7,religion,0.18181818181818182
cluster4,food_and_drink,0.15625
cluster5,conferences_and_other_events,1.0
