cluster,category,score
cluster10,food_and_drink,0.23809523809523808
cluster11,conferences_and_other_events,0.215311004784689
cluster38,conferences_and_other_events,0.19433198380566802
cluster39,travel,0.17543859649122806
cluster14,autos_and_vehicles,0.5
cluster15,food_and_drink,0.20134228187919462
cluster16,citizen_journalism,0.28888888888888886
cluster17,travel,0.15384615384615385
cluster18,food_and_drink,0.22872340425531915
cluster19,citizen_journalism,0.17073170731707318
cluster30,travel,0.24528301886792453
cluster31,food_and_drink,0.14666666666666667
cluster36,health,0.4961832061068702
cluster37,gaming,0.4444444444444444
cluster34,food_and_drink,0.18796992481203006
cluster35,movies_and_television,0.5
cluster9,travel,0.18803418803418803
cluster12,travel,0.16883116883116883
cluster49,conferences_and_other_events,0.24431818181818182
cluster13,conferences_and_other_events,1.0
cluster43,conferences_and_other_events,0.19469026548672566
cluster42,citizen_journalism,0.2037037037037037
cluster41,citizen_journalism,0.1744186046511628
cluster40,travel,0.19298245614035087
cluster47,autos_and_vehicles,0.16666666666666666
cluster46,citizen_journalism,0.4578313253012048
cluster45,autos_and_vehicles,0.17307692307692307
cluster44,travel,0.17857142857142858
cluster29,travel,0.1895424836601307
cluster28,travel,0.18846153846153846
cluster21,health,0.3582089552238806
cluster20,citizen_journalism,0.44805194805194803
cluster23,citizen_journalism,0.26495726495726496
cluster22,food_and_drink,0.22916666666666666
cluster25,autos_and_vehicles,0.5
cluster24,citizen_journalism,0.3163265306122449
cluster27,food_and_drink,0.22580645161290322
cluster26,art,0.3333333333333333
cluster32,citizen_journalism,0.24404761904761904
cluster8,autos_and_vehicles,0.1518987341772152
cluster48,travel,0.1834862385321101
cluster33,travel,0.2777777777777778
cluster2,travel,1.0
cluster3,religion,1.0
cluster0,citizen_journalism,0.7128712871287128
cluster1,travel,0.15555555555555556
cluster6,religion,0.18181818181818182
cluster7,citizen_journalism,0.2785388127853881
cluster4,autos_and_vehicles,0.16049382716049382
cluster5,travel,1.0
