cluster,category,score
cluster69,food_and_drink,0.33980582524271846
cluster68,travel,0.14285714285714285
cluster58,food_and_drink,0.14772727272727273
cluster59,citizen_journalism,0.35714285714285715
cluster54,health,0.43283582089552236
cluster55,autos_and_vehicles,0.5
cluster56,travel,0.16071428571428573
cluster57,travel,0.17543859649122806
cluster50,citizen_journalism,0.1956521739130435
cluster51,comedy,0.23076923076923078
cluster52,citizen_journalism,0.2153846153846154
cluster53,citizen_journalism,0.4789915966386555
cluster10,conferences_and_other_events,1.0
cluster11,videoblogging,0.25
cluster38,autos_and_vehicles,0.19444444444444445
cluster39,citizen_journalism,0.22388059701492538
cluster14,travel,0.20689655172413793
cluster15,citizen_journalism,0.3108108108108108
cluster16,conferences_and_other_events,0.19900497512437812
cluster17,travel,0.1794871794871795
cluster18,travel,0.14634146341463414
cluster19,autos_and_vehicles,0.29292929292929293
cluster30,travel,0.14754098360655737
cluster31,autos_and_vehicles,0.12
cluster36,travel,0.2
cluster37,citizen_journalism,0.6206896551724138
cluster34,citizen_journalism,0.16091954022988506
cluster35,health,0.2982456140350877
cluster9,citizen_journalism,0.29457364341085274
cluster29,citizen_journalism,0.1827956989247312
cluster28,health,0.5217391304347826
cluster12,travel,0.1724137931034483
cluster49,travel,0.24324324324324326
cluster13,religion,1.0
cluster43,citizen_journalism,0.36666666666666664
cluster42,travel,0.1978021978021978
cluster41,travel,0.14414414414414414
cluster40,citizen_journalism,0.2898550724637681
cluster47,citizen_journalism,0.7157894736842105
cluster46,citizen_journalism,0.47863247863247865
cluster45,art,0.5
cluster44,autos_and_vehicles,0.14666666666666667
cluster65,conferences_and_other_events,0.2111111111111111
cluster64,videoblogging,1.0
cluster67,movies_and_television,0.3103448275862069
cluster66,autos_and_vehicles,0.23684210526315788
cluster61,health,0.32575757575757575
cluster60,conferences_and_other_events,0.2204724409448819
cluster63,citizen_journalism,0.14772727272727273
cluster62,travel,0.22727272727272727
cluster21,travel,0.15151515151515152
cluster20,food_and_drink,0.22608695652173913
cluster23,autos_and_vehicles,0.5
cluster22,gaming,0.4
cluster25,food_and_drink,0.18181818181818182
cluster24,travel,0.375
cluster27,travel,0.24
cluster26,citizen_journalism,0.5833333333333334
cluster32,food_and_drink,0.22448979591836735
cluster8,food_and_drink,0.21818181818181817
cluster48,travel,0.20967741935483872
cluster33,travel,0.25396825396825395
cluster2,travel,1.0
cluster3,movies_and_television,1.0
cluster0,conferences_and_other_events,0.23648648648648649
cluster1,food_and_drink,0.2391304347826087
cluster6,food_and_drink,0.20454545454545456
cluster7,travel,0.18181818181818182
cluster4,travel,1.0
cluster5,food_and_drink,0.20689655172413793
