cluster,category,score
cluster10,autos_and_vehicles,0.25
cluster11,travel,1.0
cluster12,food_and_drink,0.16847826086956522
cluster13,food_and_drink,0.18421052631578946
cluster14,health,0.3563218390804598
cluster15,travel,0.18681318681318682
cluster16,travel,0.18115942028985507
cluster17,comedy,0.16
cluster18,food_and_drink,0.17857142857142858
cluster19,travel,0.2
cluster29,citizen_journalism,0.34545454545454546
cluster28,citizen_journalism,0.6713286713286714
cluster21,religion,1.0
cluster20,citizen_journalism,0.2550335570469799
cluster23,travel,0.18051575931232092
cluster22,travel,0.15352697095435686
cluster25,citizen_journalism,0.31528662420382164
cluster24,conferences_and_other_events,0.17758985200845667
cluster27,travel,0.1642512077294686
cluster26,conferences_and_other_events,0.16877637130801687
cluster8,citizen_journalism,0.2565217391304348
cluster9,travel,0.12173913043478261
cluster2,food_and_drink,0.17647058823529413
cluster3,travel,1.0
cluster0,citizen_journalism,0.31142857142857144
cluster1,conferences_and_other_events,1.0
cluster6,gaming,0.3333333333333333
cluster7,autos_and_vehicles,0.5
cluster4,travel,0.1391304347826087
cluster5,food_and_drink,0.22134387351778656
