cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,2,8,1,2,5,1,0,0,4,3,1,1,0,3,3,1,0,6,5,1,0,0,6,20,7,5
cluster11,9,0,5,9,8,40,21,2,1,2,1,4,6,4,2,1,7,1,0,7,4,5,3,21,7,1
cluster12,3,1,0,3,5,11,4,1,2,2,1,3,1,3,1,6,1,2,1,0,2,1,1,18,5,1
cluster39,5,36,0,16,7,23,13,1,2,9,0,8,1,4,2,9,7,6,1,6,8,0,9,28,13,2
cluster14,2,1,0,5,1,6,1,0,1,6,5,2,1,0,2,0,3,3,11,4,1,0,1,29,5,1
cluster15,6,6,1,9,7,7,1,1,0,4,1,2,2,9,0,0,4,0,0,0,1,0,4,10,3,5
cluster16,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
cluster17,1,4,0,0,3,3,1,0,0,8,0,4,0,0,1,1,1,2,0,1,3,0,2,12,6,2
cluster32,0,0,11,0,0,22,45,0,0,0,1,2,1,1,0,0,1,2,0,0,0,0,0,14,1,0
cluster33,2,2,0,12,3,5,4,0,1,2,0,0,0,2,1,1,1,4,1,0,1,0,0,10,2,1
cluster30,13,20,1,4,17,16,18,16,2,17,1,10,3,3,1,5,3,6,0,5,1,0,10,30,17,8
cluster31,2,0,2,5,2,13,6,0,2,3,1,1,0,1,3,4,0,3,0,1,1,0,2,19,6,2
cluster36,0,0,0,36,0,1,3,0,0,0,0,3,0,15,0,0,0,0,0,3,0,0,0,3,0,0
cluster37,3,6,1,2,11,4,2,2,2,24,0,0,0,4,2,1,0,15,0,0,1,0,6,14,14,0
cluster34,3,2,0,0,1,3,1,0,0,10,0,0,0,0,0,0,0,1,0,0,2,0,3,6,5,3
cluster35,1,31,0,2,3,3,1,2,0,8,0,18,1,1,1,1,7,3,0,2,1,0,0,10,2,7
cluster38,5,3,0,23,12,31,13,2,1,5,1,7,17,9,0,1,3,4,0,1,18,0,4,18,3,1
cluster13,1,2,1,61,1,4,2,0,3,0,0,0,1,10,0,0,0,1,0,3,0,0,0,6,4,1
cluster29,3,2,0,7,0,9,8,0,1,5,4,2,0,1,0,1,1,0,0,2,13,0,1,6,0,1
cluster28,1,0,3,1,1,17,20,4,0,0,0,0,0,8,1,0,0,0,0,1,0,0,1,16,3,1
cluster21,0,1,1,9,8,0,6,0,0,1,0,2,1,1,0,0,0,1,0,2,0,0,1,9,4,0
cluster20,0,0,0,48,0,0,1,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,9,1,1
cluster23,2,5,1,23,3,1,2,0,2,1,0,1,8,6,2,7,0,4,38,1,1,0,3,24,12,5
cluster22,0,6,1,2,5,6,3,5,1,0,10,4,1,0,0,2,1,0,0,4,2,0,0,7,3,0
cluster25,0,9,1,1,4,12,18,6,1,0,0,21,0,4,0,1,5,1,0,4,1,0,4,14,2,1
cluster24,0,1,1,2,1,2,3,0,0,2,0,71,0,0,0,0,0,0,0,1,2,0,3,10,4,1
cluster27,6,7,0,0,6,7,6,0,4,49,1,3,0,0,3,5,2,4,1,0,3,0,8,24,21,5
cluster26,8,4,1,41,2,15,4,0,0,7,0,6,2,6,0,0,2,4,1,3,2,0,3,13,1,6
cluster18,0,2,0,12,2,9,4,1,1,3,1,0,0,3,3,0,6,3,3,2,1,0,2,17,4,1
cluster8,25,23,0,1,19,13,4,7,6,35,1,22,6,3,4,2,3,5,0,2,1,0,17,45,14,7
cluster9,2,12,0,59,6,27,16,0,0,9,10,10,4,5,0,2,3,1,3,7,9,0,14,29,6,3
cluster19,1,0,0,0,3,6,3,0,1,8,3,6,0,1,9,1,0,2,0,4,3,0,1,13,7,3
cluster2,0,0,3,3,3,33,23,0,0,3,2,12,3,1,0,0,2,4,0,3,1,1,0,17,4,2
cluster3,22,11,0,0,18,13,5,1,3,66,2,12,3,0,0,3,1,12,1,1,1,0,12,42,18,9
cluster0,1,3,1,157,15,11,2,0,1,0,0,2,19,0,0,6,1,0,0,2,0,0,6,16,2,2
cluster1,2,10,0,12,3,2,3,0,0,2,1,0,0,0,0,0,1,1,12,0,1,0,2,14,9,5
cluster6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster7,1,1,1,3,4,10,7,1,1,5,0,3,2,3,6,3,3,2,0,5,1,0,2,23,11,7
cluster4,2,4,0,19,4,3,9,1,1,2,0,0,0,6,0,4,0,1,2,3,1,0,2,13,3,7
cluster5,0,49,1,6,5,18,12,0,3,18,1,21,5,4,4,10,5,6,3,2,2,0,13,31,13,2
