cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,68,37,1,12,42,72,14,1,5,240,10,7,1,3,13,11,11,53,1,6,6,0,60,185,54,44
cluster11,38,68,4,12,45,32,15,0,19,113,4,5,0,41,6,16,0,95,51,9,4,0,70,194,122,36
cluster12,138,189,1,217,39,94,30,6,12,114,12,27,58,164,0,9,15,15,0,3,47,0,46,119,50,82
cluster13,139,318,4,275,78,136,38,20,23,137,7,38,72,234,1,8,48,47,0,9,77,0,39,203,82,119
cluster14,87,75,27,173,130,163,154,8,23,186,22,60,33,45,36,58,30,52,36,31,19,6,40,330,139,47
cluster15,57,98,90,222,53,358,429,41,4,39,17,464,23,52,10,29,109,34,3,35,52,5,92,284,51,27
cluster16,54,222,9,128,106,84,80,12,29,124,36,49,18,43,6,50,23,50,0,19,28,0,87,141,71,53
cluster17,60,643,4,68,77,49,103,10,26,103,1,73,72,65,6,1,46,64,0,13,23,0,27,162,52,77
cluster18,69,227,10,95,70,82,43,13,6,71,12,48,16,54,1,13,18,51,2,1,16,0,48,182,40,105
cluster19,193,68,22,146,148,327,151,25,26,90,88,19,19,74,8,130,33,75,8,18,11,4,69,352,64,45
cluster29,48,143,1,106,48,43,40,7,7,39,7,28,29,41,1,24,30,44,0,11,3,0,20,142,31,88
cluster28,175,492,0,502,72,49,60,5,12,154,15,56,81,284,2,13,34,24,0,9,111,1,37,277,69,123
cluster21,124,315,6,287,55,81,45,13,15,58,5,66,19,167,0,9,41,26,1,1,22,0,53,165,30,136
cluster20,166,124,13,140,65,147,205,18,12,37,19,23,19,28,7,29,18,97,4,4,9,0,50,236,41,18
cluster23,242,512,13,360,124,132,279,14,3,73,1,411,34,161,11,18,59,165,1,18,38,0,66,263,41,150
cluster22,77,213,6,175,72,73,48,7,5,39,3,34,30,66,0,12,18,61,5,14,16,0,31,97,23,91
cluster25,20,22,10,376,67,51,22,2,56,7,9,2,48,43,2,2,2,11,0,30,13,0,1,152,24,29
cluster24,22,61,3,178,17,30,45,1,2,81,544,7,0,41,0,25,9,28,0,5,11,0,75,110,40,32
cluster27,111,135,4,251,89,265,174,25,23,99,36,54,14,46,11,122,34,85,2,27,24,0,85,280,89,74
cluster26,116,210,54,1122,174,1031,428,24,10,53,20,314,67,281,10,33,161,58,10,86,384,5,69,583,56,28
cluster8,223,254,40,4990,69,510,247,16,2,213,5,375,105,364,3,11,183,190,4,32,28,0,129,683,33,282
cluster9,15,74,6,255,125,77,86,1,31,35,0,44,34,14,6,2,30,121,79,34,15,0,42,159,97,65
cluster2,263,915,44,426,313,297,211,47,59,485,20,161,54,148,22,133,81,170,8,28,44,0,293,597,209,233
cluster3,163,185,37,948,55,414,229,21,4,187,0,1732,29,221,5,11,118,91,5,17,76,0,76,429,41,139
cluster0,315,370,78,2867,209,1501,743,16,22,46,62,281,546,520,16,52,308,144,3,85,246,13,162,1135,106,57
cluster1,118,266,59,6057,401,1180,867,8,17,42,488,510,391,183,4,84,135,38,20,130,151,6,233,1276,248,142
cluster6,88,132,67,151,101,467,232,35,31,157,39,27,8,39,28,102,21,112,8,39,18,1,112,457,127,35
cluster7,159,259,22,167,152,221,243,13,12,227,15,105,53,95,32,29,74,116,0,49,84,3,103,378,124,98
cluster4,217,93,1,1742,67,192,61,3,0,74,3,30,230,387,1,2,84,11,0,18,64,0,39,408,50,135
cluster5,1232,1797,29,526,588,266,288,114,140,1635,17,419,102,179,37,63,48,374,4,29,107,0,670,1568,417,537
