cluster,category,precision
0,travel,0.1361592806679512
1,gaming,0.26119778560644186
10,autos_and_vehicles,0.16598185242253038
11,conferences_and_other_events,0.1872373540856031
12,travel,0.15227127319257838
13,citizen_journalism,0.3896802785691675
14,food_and_drink,0.2483221476510067
15,food_and_drink,0.24742268041237114
16,travel,0.16069057104913678
17,travel,0.1304145319049837
18,autos_and_vehicles,0.15847395451210564
19,citizen_journalism,0.1430490261920752
2,health,0.31889526109266525
20,citizen_journalism,0.46198252943410556
21,autos_and_vehicles,0.14559225752156532
22,autos_and_vehicles,0.14537444933920704
23,autos_and_vehicles,0.2664654226125137
24,citizen_journalism,0.20022497187851518
25,travel,0.17732342007434945
26,autos_and_vehicles,0.17135961383748993
27,travel,0.14954221770091555
28,citizen_journalism,0.5442847951962256
29,citizen_journalism,0.14786418400876233
3,citizen_journalism,0.24463745229635478
4,autos_and_vehicles,0.1430383761496987
5,citizen_journalism,0.18791697553743514
6,citizen_journalism,0.17484868863483524
7,citizen_journalism,0.4424333836098542
8,travel,0.20403413498836306
9,citizen_journalism,0.5101449275362319
