cluster,category,score
cluster58,autos_and_vehicles,0.17508293402137856
cluster59,autos_and_vehicles,0.2056818181818182
cluster54,citizen_journalism,0.14587973273942093
cluster55,autos_and_vehicles,0.42745535714285715
cluster56,travel,0.1608222490931076
cluster57,autos_and_vehicles,0.3055885850178359
cluster50,movies_and_television,0.17048346055979643
cluster51,citizen_journalism,0.21834862385321102
cluster52,autos_and_vehicles,0.15289256198347106
cluster53,health,0.2753433616742969
cluster10,travel,0.1462409886714727
cluster11,autos_and_vehicles,0.16918714555765596
cluster12,health,0.3269230769230769
cluster39,citizen_journalism,0.28090290218559655
cluster14,travel,0.12708537782139354
cluster15,autos_and_vehicles,0.15528312901342672
cluster16,travel,0.24536082474226803
cluster17,travel,0.14304635761589404
cluster32,food_and_drink,0.1692573402417962
cluster19,food_and_drink,0.2943722943722944
cluster30,travel,0.14108910891089108
cluster31,autos_and_vehicles,0.21172022684310018
cluster36,health,0.2548705631171604
cluster37,citizen_journalism,0.2328966521106259
cluster34,conferences_and_other_events,0.24635845471817605
cluster35,citizen_journalism,0.5309446254071661
cluster9,travel,0.16079923882017128
cluster64,autos_and_vehicles,0.30440251572327043
cluster38,food_and_drink,0.25471698113207547
cluster49,travel,0.1826381059751973
cluster13,conferences_and_other_events,0.2267106347897774
cluster43,conferences_and_other_events,0.16069788797061524
cluster42,travel,0.16241062308478038
cluster41,citizen_journalism,0.3866366366366366
cluster40,food_and_drink,0.16061606160616063
cluster47,travel,0.140625
cluster46,travel,0.5
cluster45,autos_and_vehicles,0.16279069767441862
cluster44,citizen_journalism,0.23493732308936513
cluster29,travel,0.12782485875706215
cluster28,autos_and_vehicles,0.2441860465116279
cluster61,comedy,0.23897058823529413
cluster60,travel,0.14349775784753363
cluster63,citizen_journalism,0.15420023014959724
cluster62,default_category,0.26706392199349943
cluster21,citizen_journalism,0.4732142857142857
cluster20,autos_and_vehicles,0.17184643510054845
cluster23,travel,0.12296564195298372
cluster22,autos_and_vehicles,0.19158878504672897
cluster25,autos_and_vehicles,0.23192019950124687
cluster24,citizen_journalism,0.20408163265306123
cluster27,citizen_journalism,0.4730711251199123
cluster26,autos_and_vehicles,0.1686626746506986
cluster18,conferences_and_other_events,0.20109976433621368
cluster8,health,0.32409381663113007
cluster48,autos_and_vehicles,0.18389830508474575
cluster33,art,0.1509433962264151
cluster2,citizen_journalism,0.6136929460580913
cluster3,gaming,0.4962962962962963
cluster0,citizen_journalism,0.3052341597796143
cluster1,citizen_journalism,0.5912709305517431
cluster6,citizen_journalism,0.4048227986846913
cluster7,citizen_journalism,0.1860885275519422
cluster4,autos_and_vehicles,0.15984086122162416
cluster5,citizen_journalism,0.17475728155339806
