cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,207,557,20,326,279,172,177,55,48,216,26,147,39,125,16,129,60,108,1,31,17,1,183,427,186,168
cluster11,58,77,92,142,83,256,488,10,3,92,8,340,42,59,1,15,39,43,0,39,15,10,13,264,72,45
cluster12,139,186,1,207,36,86,31,5,10,103,11,23,48,162,0,7,16,14,0,3,47,0,40,113,46,78
cluster13,31,6,96,379,19,688,570,4,3,8,1,7,22,20,0,2,79,13,0,25,9,1,11,444,43,1
cluster14,33,70,5,7,42,31,17,0,19,120,2,5,0,29,6,16,0,78,51,1,4,0,65,158,108,36
cluster15,25,60,3,198,15,70,48,2,7,65,596,23,11,34,2,27,21,39,20,9,20,0,63,123,35,51
cluster16,275,304,7,399,88,140,171,24,32,69,24,69,33,175,7,34,43,115,5,1,25,0,92,342,61,150
cluster17,63,200,4,90,66,68,24,12,4,62,6,40,14,44,1,12,19,45,2,1,14,0,44,157,39,98
cluster32,165,474,2,484,71,34,51,5,11,149,15,56,69,270,2,12,32,23,0,8,118,1,35,272,67,114
cluster33,189,148,14,4883,42,295,143,4,2,192,1,253,91,310,3,10,132,121,0,28,25,0,52,528,23,222
cluster30,61,126,36,601,161,580,269,42,13,58,23,252,46,54,10,29,45,16,1,59,65,8,71,246,48,28
cluster31,17,19,63,78,61,285,297,41,3,10,9,2,3,44,10,2,8,26,0,41,1,2,16,251,41,8
cluster34,82,80,1,90,51,167,49,4,13,231,84,17,11,16,18,124,40,82,7,19,13,0,103,319,67,75
cluster29,66,210,2,183,47,76,27,9,14,71,5,22,8,156,1,1,20,30,0,9,43,0,28,141,67,79
cluster28,50,214,9,2927,119,1069,197,0,11,37,489,106,385,151,1,75,55,33,27,114,136,0,192,528,219,135
cluster21,16,16,8,367,44,42,18,1,48,5,6,2,27,28,1,1,1,10,0,30,3,0,6,114,28,12
cluster20,128,576,10,322,185,215,92,13,35,400,12,100,46,83,24,84,59,141,20,19,48,1,194,455,131,130
cluster23,50,567,1,55,47,24,51,7,18,95,0,35,55,44,4,0,44,54,0,7,21,0,16,110,37,58
cluster22,443,1041,12,302,200,132,162,30,69,1168,10,175,61,94,20,32,16,229,4,16,84,0,393,864,237,317
cluster25,109,200,10,112,113,141,129,10,12,194,6,96,39,68,38,29,70,96,0,38,51,2,76,273,105,94
cluster24,149,21,19,63,134,231,107,20,20,66,10,4,8,69,7,30,7,37,3,4,3,4,20,187,50,20
cluster27,148,303,3,304,113,92,39,14,16,88,7,35,88,148,0,16,37,72,5,17,49,0,37,146,31,124
cluster26,24,94,87,76,11,348,489,30,2,10,0,126,38,37,3,9,117,20,0,8,0,1,15,169,9,28
cluster18,104,134,1,203,81,192,109,11,22,98,30,51,13,39,4,122,33,74,2,21,23,0,81,236,82,70
cluster8,206,467,8,286,144,112,169,9,11,76,1,265,34,132,12,13,34,66,0,20,28,0,52,235,41,139
cluster9,3,71,6,245,122,70,83,1,31,28,0,44,33,11,5,2,30,120,70,33,16,0,39,151,99,44
cluster19,105,176,11,505,54,439,146,4,2,41,14,317,26,261,9,22,157,66,12,51,372,0,66,404,45,24
cluster2,96,336,19,1707,67,511,329,5,6,35,49,131,237,393,5,23,232,127,3,35,188,1,112,655,43,39
cluster3,910,1067,11,333,472,182,145,95,94,683,15,301,52,118,25,47,40,191,2,13,58,0,340,878,267,319
cluster0,76,87,23,3066,271,33,412,8,12,29,1,114,5,34,3,13,71,16,2,2,4,0,68,735,26,13
cluster1,110,119,20,843,52,269,86,13,2,184,0,1412,19,136,3,10,51,45,1,13,57,0,78,258,30,77
cluster6,215,83,1,1727,67,176,58,3,0,74,3,29,230,391,1,2,82,8,0,17,54,0,42,402,55,135
cluster7,234,76,25,1035,169,683,219,14,15,23,19,170,334,144,11,35,43,29,0,46,80,12,67,307,48,23
cluster4,84,120,28,125,91,342,117,14,28,149,30,26,10,23,30,106,21,106,8,25,17,0,109,349,104,32
cluster5,126,232,7,304,34,173,91,7,0,29,4,674,28,181,2,10,67,209,9,7,39,0,105,306,31,141
