cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,196,567,7,408,62,182,123,12,2,94,6,709,88,240,4,14,99,273,9,10,57,0,122,432,55,215
cluster11,302,159,57,1335,278,1105,422,47,26,109,26,234,320,133,28,41,61,46,0,86,102,16,117,445,105,56
cluster12,3,72,6,251,123,70,84,1,31,28,0,44,33,15,7,2,30,121,70,33,16,0,41,155,99,46
cluster13,210,164,14,5106,49,317,145,3,2,207,0,271,91,336,5,10,133,127,0,28,34,0,55,554,25,233
cluster14,942,1158,14,336,499,186,149,102,102,719,16,316,55,117,26,44,43,204,2,13,60,0,349,922,283,332
cluster15,221,87,1,1737,70,181,60,4,0,74,3,32,231,395,1,2,84,8,0,17,58,0,43,415,51,137
cluster16,160,243,0,340,63,67,19,13,17,108,1,34,61,224,0,7,40,28,0,3,43,0,35,147,38,109
cluster17,90,138,51,468,102,446,158,30,76,149,49,27,19,64,30,109,21,120,8,49,22,0,121,457,148,33
cluster18,210,699,22,384,306,242,175,29,61,373,24,180,51,124,43,186,114,130,16,24,45,3,281,580,222,161
cluster19,35,77,5,10,46,33,17,0,20,124,2,6,0,30,6,18,0,80,51,3,4,0,66,160,113,39
cluster21,167,331,27,703,158,679,284,15,11,129,29,530,50,296,27,47,208,99,12,96,413,4,115,603,104,70
cluster20,168,137,11,142,66,119,176,20,26,39,19,25,21,30,7,33,19,97,4,2,16,0,59,234,44,40
cluster23,199,597,7,498,221,163,93,24,14,110,7,134,78,161,2,36,70,170,6,29,24,0,98,402,70,305
cluster22,134,138,1,247,139,230,134,16,24,97,36,53,14,55,5,123,32,82,3,23,34,0,89,290,89,80
cluster25,142,188,1,217,37,95,31,5,12,110,12,24,47,161,0,15,13,15,0,3,49,0,44,119,47,84
cluster24,37,111,88,87,21,371,480,33,3,15,0,130,57,43,3,9,124,21,0,11,0,1,18,189,13,37
cluster8,81,112,23,3147,278,44,415,9,14,53,1,117,1,39,3,21,73,27,2,4,12,0,84,768,45,26
cluster9,72,277,12,3017,134,1142,226,1,14,105,1080,118,395,169,3,91,59,49,50,121,146,0,240,593,244,164
cluster2,35,5,135,384,39,790,807,32,6,11,4,11,8,17,9,2,83,18,1,48,7,2,16,616,60,3
cluster3,163,503,3,485,72,38,55,5,13,153,15,55,69,269,2,15,35,23,0,8,122,1,38,289,69,113
cluster0,474,1222,14,369,251,205,189,35,78,1326,13,184,77,111,29,47,22,282,7,24,98,0,452,998,280,353
cluster1,133,412,19,1974,129,657,403,9,10,107,57,190,319,498,10,44,262,184,3,53,238,2,143,831,70,78
cluster6,223,90,9,137,175,325,100,20,28,270,93,18,18,79,18,147,45,116,10,22,14,4,111,431,113,86
cluster7,78,121,106,187,105,312,570,26,7,135,16,354,47,107,3,20,44,61,0,54,15,11,28,350,94,67
cluster4,256,687,30,819,181,340,268,26,25,239,2,1649,46,216,13,16,87,90,1,37,73,0,130,418,71,175
cluster5,66,222,2,186,47,85,27,9,14,74,6,24,9,154,1,2,20,31,0,9,45,0,29,149,69,85
