cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,46,567,1,59,55,28,66,7,22,85,0,40,60,48,6,0,40,55,0,11,18,0,16,124,40,65
cluster11,18,22,8,367,56,46,20,1,54,6,7,2,29,26,1,1,2,9,0,30,9,0,2,113,23,19
cluster38,132,262,55,331,104,68,474,22,20,123,10,51,10,85,4,32,30,46,1,17,19,0,87,360,102,74
cluster39,59,125,31,605,158,580,255,40,12,56,23,254,42,54,9,29,43,15,0,58,61,8,65,231,44,27
cluster14,140,23,20,59,129,225,108,19,19,59,7,4,6,70,7,26,5,33,3,5,2,4,20,172,43,19
cluster15,207,458,6,291,116,82,131,8,3,63,1,272,28,125,10,16,44,65,0,15,32,0,39,177,33,102
cluster16,174,89,0,382,49,123,27,6,5,47,2,18,175,242,2,4,12,9,0,10,11,0,19,168,45,95
cluster17,109,463,9,421,151,187,85,14,25,259,80,85,30,87,8,70,55,100,28,23,40,1,191,347,104,121
cluster18,29,39,66,124,66,233,296,5,3,35,5,336,25,31,1,9,21,28,0,26,3,9,5,194,35,20
cluster19,74,115,25,118,75,308,105,11,27,139,28,25,9,21,24,96,21,100,8,22,17,0,107,297,91,28
cluster30,69,127,0,135,36,42,9,12,10,64,1,16,61,89,0,8,23,20,0,3,31,0,12,63,13,42
cluster31,20,60,6,33,70,19,16,10,20,105,8,4,11,39,10,31,1,110,66,2,4,0,81,186,109,29
cluster36,496,981,5,307,300,121,85,16,54,763,9,268,14,89,12,41,31,170,2,1,50,0,369,585,134,220
cluster37,0,0,0,0,4,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
cluster34,113,133,1,203,78,198,114,11,22,98,28,48,12,37,3,119,31,77,2,21,24,0,79,234,82,70
cluster35,47,128,0,97,44,37,33,6,7,35,5,18,27,37,1,25,24,43,0,11,4,0,19,133,27,91
cluster12,22,11,0,2,1,16,8,0,0,43,1,2,0,7,2,0,0,8,1,1,3,0,11,57,50,13
cluster13,232,72,24,1027,164,675,214,12,14,22,19,163,327,142,11,32,43,26,0,44,75,12,60,306,47,23
cluster43,70,331,7,139,141,94,62,12,20,219,6,83,17,58,18,45,37,59,10,13,21,0,74,253,95,80
cluster42,88,133,14,569,49,242,104,11,4,105,0,207,39,87,4,4,45,45,0,8,9,0,70,269,22,133
cluster41,114,113,18,821,48,251,77,12,2,172,0,1370,20,136,2,7,51,49,1,11,57,0,72,260,28,59
cluster40,137,185,1,204,36,89,29,3,9,105,12,24,48,161,0,9,14,15,0,3,47,0,38,110,46,75
cluster44,31,6,97,379,19,689,576,4,3,8,1,6,24,20,0,2,80,13,1,25,9,1,11,443,43,0
cluster29,102,174,10,490,54,424,146,3,2,41,15,312,25,258,9,22,156,66,12,50,368,0,64,397,43,23
cluster28,84,410,3,331,39,23,37,3,6,126,14,44,40,168,0,11,29,20,0,8,106,1,30,217,45,77
cluster21,95,335,19,1709,67,509,330,6,7,35,50,130,239,392,5,22,231,128,3,35,189,1,112,649,42,39
cluster20,80,161,4,201,23,140,68,7,0,25,4,654,20,129,0,7,50,180,9,7,33,0,98,237,26,113
cluster23,51,103,5,96,14,45,94,3,12,30,19,20,11,16,2,27,13,64,4,0,15,0,45,147,27,20
cluster22,17,76,86,27,9,290,457,25,1,5,0,91,21,23,3,6,103,11,0,6,0,2,8,143,9,16
cluster25,68,182,3,167,60,56,36,4,4,31,1,29,29,58,0,8,15,57,5,14,14,0,28,73,16,86
cluster24,122,372,5,234,106,115,43,14,17,114,13,53,22,189,2,14,32,65,2,7,58,0,72,274,100,164
cluster27,83,105,0,169,22,25,11,2,4,35,0,14,1,128,0,0,17,10,0,1,9,0,23,73,18,66
cluster26,36,181,2,115,37,39,20,8,7,21,4,49,16,36,0,7,16,18,1,0,7,0,20,82,13,59
cluster32,51,207,9,2900,114,1071,198,0,10,40,1006,105,375,150,1,76,56,32,12,114,121,0,188,508,212,123
cluster8,10,12,49,62,32,218,194,37,4,15,10,2,0,25,11,5,7,11,0,36,0,1,9,214,35,3
cluster9,133,69,1,1532,51,98,54,0,0,66,3,25,96,262,1,1,77,8,0,9,60,0,32,309,35,87
cluster33,3,71,7,244,121,69,83,1,31,27,0,44,33,12,6,2,30,120,70,33,15,0,41,149,95,45
cluster2,47,55,0,2913,258,32,183,0,8,22,1,92,2,15,3,12,68,5,0,1,18,0,60,528,12,17
cluster3,117,22,9,46,51,101,112,16,4,6,0,4,6,6,5,2,7,31,0,3,1,0,12,97,14,9
cluster0,240,627,10,180,91,116,149,17,55,767,8,86,58,59,14,27,10,158,3,19,60,0,250,640,191,225
cluster1,106,199,10,106,111,129,128,10,12,193,6,91,36,72,35,24,71,95,0,39,50,1,77,267,102,88
cluster6,79,73,1,87,50,163,43,5,12,219,85,14,9,14,15,111,34,84,7,19,11,0,100,307,58,64
cluster7,88,91,18,111,104,134,133,33,23,72,14,64,32,40,20,90,26,40,4,12,12,3,77,203,108,36
cluster4,147,99,5,4446,32,163,109,1,1,121,1,143,68,281,1,8,104,107,0,24,25,0,17,392,13,168
cluster5,611,450,15,135,256,110,84,89,61,334,10,107,52,58,17,13,16,97,0,13,29,0,114,557,150,194
