cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,178,116,4,1902,47,179,122,1,0,90,4,140,62,292,0,10,81,152,5,25,35,0,68,316,16,171
cluster11,117,134,1,231,84,220,137,19,23,98,26,52,12,53,7,120,32,77,2,24,24,0,83,261,84,72
cluster12,177,260,1,291,71,111,54,8,16,125,17,34,61,185,0,27,30,43,0,13,50,0,50,213,61,143
cluster39,607,446,15,124,254,108,81,88,60,332,9,106,51,55,15,13,17,98,0,12,28,0,111,543,150,204
cluster14,32,72,5,29,60,31,18,0,22,115,6,6,0,44,9,23,0,106,61,2,4,0,79,205,131,28
cluster15,101,171,11,504,55,436,146,4,2,38,14,317,26,259,9,21,158,66,12,50,369,0,65,403,43,22
cluster16,174,88,0,380,48,125,26,6,5,47,1,19,174,241,2,4,11,11,0,10,13,0,19,166,45,93
cluster17,64,205,3,95,68,65,25,13,4,62,6,44,14,49,1,13,17,45,2,1,14,0,46,162,38,99
cluster32,118,487,9,435,155,209,102,13,29,267,85,92,37,88,9,98,60,107,28,21,44,1,214,383,114,124
cluster33,88,77,2,91,55,173,47,6,14,223,86,15,11,19,15,119,37,81,8,19,11,0,101,321,62,65
cluster30,149,304,67,222,129,93,498,36,22,143,15,51,15,103,5,51,34,58,1,23,23,0,107,320,123,86
cluster31,82,421,0,332,40,21,38,3,6,132,14,45,42,167,1,12,31,22,0,8,108,1,30,220,48,78
cluster36,97,336,19,1742,70,518,328,6,7,36,52,134,245,398,5,28,232,129,3,34,189,1,117,660,44,39
cluster37,69,125,0,133,36,42,9,12,10,64,1,16,62,89,0,8,23,21,0,3,31,0,12,65,14,42
cluster34,18,21,9,367,55,46,21,2,55,6,7,2,29,27,1,1,2,10,0,30,9,0,2,115,24,24
cluster35,84,108,0,172,22,26,11,2,4,35,0,14,1,129,0,0,18,10,0,1,9,0,23,75,17,66
cluster38,104,124,12,3265,30,227,79,6,3,138,0,223,42,123,4,7,76,61,0,8,5,0,60,370,18,134
cluster13,96,184,10,236,30,123,71,8,0,22,1,664,20,125,3,10,53,130,4,6,47,0,47,265,29,109
cluster29,90,296,15,131,180,130,107,18,32,206,14,95,30,66,33,87,44,60,13,18,21,1,79,313,146,87
cluster28,33,42,69,126,66,252,355,8,4,39,5,337,27,31,1,9,26,31,0,36,3,11,8,219,41,20
cluster21,36,184,2,116,38,40,24,9,10,20,4,51,16,35,0,7,16,18,1,0,12,0,28,85,14,67
cluster20,51,211,9,2904,117,1072,198,0,11,45,1008,106,379,152,1,75,56,32,18,115,127,0,189,513,213,133
cluster23,7,6,0,1,4,3,4,0,0,21,1,0,0,3,0,0,0,3,0,0,2,0,1,15,7,11
cluster22,32,6,112,370,23,725,659,13,3,8,2,8,23,19,4,2,81,16,1,32,8,1,12,479,48,0
cluster25,131,228,21,819,74,289,131,18,5,182,0,1515,27,145,2,9,53,62,1,11,51,0,89,266,45,101
cluster24,67,184,3,169,62,58,37,4,4,29,2,31,29,55,0,9,15,57,5,14,15,0,28,75,17,86
cluster27,167,126,11,136,62,122,173,18,11,36,18,22,19,28,7,30,17,95,4,1,10,0,49,226,40,17
cluster26,65,208,2,170,47,75,26,9,14,68,5,23,8,148,1,1,20,31,0,7,44,0,27,133,67,80
cluster18,143,25,20,65,137,233,119,25,18,57,12,5,8,69,8,23,8,40,2,10,4,5,21,187,48,19
cluster8,113,204,10,117,112,139,133,10,12,197,6,100,39,73,35,26,69,97,0,39,53,2,82,272,102,89
cluster9,248,655,12,201,107,126,155,23,55,817,8,92,69,60,17,28,12,174,4,20,62,0,269,682,211,230
cluster19,21,87,77,41,14,309,458,29,2,10,0,110,21,28,3,9,112,18,0,7,0,1,9,158,10,24
cluster2,505,1022,5,323,312,124,89,17,54,801,9,276,16,91,15,41,35,178,2,1,51,0,384,596,139,226
cluster3,86,121,55,135,99,426,165,27,28,141,34,26,11,37,27,99,19,106,8,31,16,0,112,425,125,30
cluster0,164,839,4,151,131,54,135,9,23,111,1,116,75,114,13,5,66,84,0,26,29,0,32,210,46,116
cluster1,231,71,28,1021,163,713,228,13,15,23,17,161,327,136,12,30,42,25,0,46,77,12,59,308,46,22
cluster6,3,71,6,244,120,71,84,1,31,27,0,44,33,12,6,2,30,120,70,32,15,0,45,148,98,45
cluster7,136,72,1,1538,51,99,53,0,0,65,3,25,96,265,1,1,77,8,0,9,60,0,33,311,33,87
cluster4,52,57,0,3046,259,32,186,0,10,23,1,108,3,16,3,14,69,5,0,1,12,0,64,621,15,10
cluster5,61,123,35,599,164,579,278,42,12,59,23,244,45,54,10,29,42,15,0,64,62,8,70,242,49,28
