file_name,map
5,0.017079106615365807
10,0.02365373374591096
15,0.03774818555536975
20,0.04935889497011249
25,0.06536603319630684
30,0.08232793218623097
35,0.10729042388377404
40,0.12718698891160013
45,0.17656052165717864
50,0.20087506151582465
