cluster,category,score
cluster10,autos_and_vehicles,0.17135325131810195
cluster11,travel,0.16042780748663102
cluster12,autos_and_vehicles,0.1686723023371457
cluster39,travel,0.13577023498694518
cluster14,travel,0.13006597549481622
cluster15,citizen_journalism,0.5797686306160883
cluster16,travel,0.1444723618090452
cluster17,autos_and_vehicles,0.15130190007037297
cluster18,citizen_journalism,0.2876583272270491
cluster33,citizen_journalism,0.14721919302071973
cluster30,citizen_journalism,0.23068745570517363
cluster31,travel,0.173841059602649
cluster36,food_and_drink,0.3333333333333333
cluster37,default_category,0.24481737413622903
cluster34,autos_and_vehicles,0.23024054982817868
cluster35,health,0.3099783080260304
cluster38,conferences_and_other_events,0.24656679151061173
cluster13,movies_and_television,0.1670792079207921
cluster43,autos_and_vehicles,0.3511407902058987
cluster42,comedy,0.14035087719298245
cluster41,citizen_journalism,0.145368492224476
cluster40,citizen_journalism,0.3031197301854975
cluster44,travel,0.15663354763296317
cluster29,art,0.1553398058252427
cluster28,autos_and_vehicles,0.1721170395869191
cluster21,citizen_journalism,0.3290909090909091
cluster20,citizen_journalism,0.3835051546391753
cluster23,travel,0.1462409886714727
cluster22,gaming,0.4467382328654005
cluster25,citizen_journalism,0.20381406436233612
cluster24,autos_and_vehicles,0.16570549788542868
cluster27,food_and_drink,0.2550693703308431
cluster26,autos_and_vehicles,0.1792149292149292
cluster32,travel,0.1591970121381886
cluster8,health,0.24560669456066947
cluster9,citizen_journalism,0.1787037037037037
cluster19,food_and_drink,0.20909090909090908
cluster2,health,0.21453900709219859
cluster3,autos_and_vehicles,0.23344947735191637
cluster0,citizen_journalism,0.4636460839347768
cluster1,citizen_journalism,0.6074463779846216
cluster6,citizen_journalism,0.466454802259887
cluster7,travel,0.211864406779661
cluster4,conferences_and_other_events,0.21931735657225854
cluster5,autos_and_vehicles,0.23268698060941828
