cluster,category,score
cluster10,citizen_journalism,0.14596949891067537
cluster11,conferences_and_other_events,0.1994824239810222
cluster12,travel,0.18245264207377868
cluster13,travel,0.1492094861660079
cluster14,travel,0.15622940013183917
cluster15,citizen_journalism,0.1891891891891892
cluster16,citizen_journalism,0.17614424410540916
cluster17,autos_and_vehicles,0.17017543859649123
cluster32,citizen_journalism,0.46359029074419844
cluster19,autos_and_vehicles,0.16988727858293076
cluster30,travel,0.1294559099437148
cluster31,default_category,0.24235065565808644
cluster34,citizen_journalism,0.39896036387264455
cluster29,autos_and_vehicles,0.1678094550703717
cluster28,comedy,0.26666666666666666
cluster21,autos_and_vehicles,0.1752386002120891
cluster20,citizen_journalism,0.1440162271805274
cluster23,gaming,0.33611940298507464
cluster22,autos_and_vehicles,0.15746872700515085
cluster25,travel,0.16655003498950316
cluster24,citizen_journalism,0.20355029585798817
cluster27,autos_and_vehicles,0.15771913861085834
cluster26,autos_and_vehicles,0.35192414947016176
cluster18,travel,0.13443484791588434
cluster8,travel,0.1575274177467597
cluster9,conferences_and_other_events,0.15567765567765568
cluster33,citizen_journalism,0.37425149700598803
cluster2,citizen_journalism,0.24844548846206993
cluster3,health,0.33081041166697434
cluster0,citizen_journalism,0.4464331373050371
cluster1,autos_and_vehicles,0.1596045197740113
cluster6,conferences_and_other_events,0.17947732513451192
cluster7,autos_and_vehicles,0.22466960352422907
cluster4,citizen_journalism,0.5707871104067618
cluster5,citizen_journalism,0.5534368070953437
