cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster58,4,1,1,3,4,11,7,1,0,4,1,47,0,1,1,3,8,1,0,1,0,0,7,29,4,0
cluster59,8,11,1,25,2,11,6,0,1,3,1,8,1,5,1,1,2,4,2,2,14,0,4,16,6,3
cluster54,6,2,0,1,4,8,5,0,2,35,1,10,2,1,5,2,2,6,0,1,1,0,0,16,2,6
cluster55,1,0,6,3,1,19,38,4,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,9,1,0
cluster56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cluster57,1,3,1,25,2,4,2,1,0,2,0,1,0,0,1,1,1,0,13,0,0,0,1,19,4,3
cluster50,0,0,1,14,0,15,16,1,0,4,0,4,0,4,0,2,2,3,9,2,1,0,0,28,3,3
cluster51,0,5,1,10,8,8,7,1,2,4,3,0,1,1,0,2,0,3,1,1,0,2,4,15,8,2
cluster52,2,25,0,15,8,6,2,0,1,2,0,5,0,5,0,2,0,2,0,0,5,0,2,15,4,2
cluster53,0,0,1,0,1,2,17,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,8,1,0
cluster10,2,7,0,0,6,11,5,1,4,10,1,0,6,4,5,8,4,0,2,1,2,0,0,16,15,4
cluster11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster38,3,2,2,56,7,15,5,0,1,0,0,0,4,1,0,1,2,0,0,0,2,0,1,10,3,0
cluster39,3,9,2,12,4,4,6,0,1,2,1,0,4,18,0,4,2,4,0,4,1,0,3,20,4,5
cluster14,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cluster15,1,2,1,1,1,8,10,0,0,6,1,31,0,0,0,1,2,0,0,2,1,0,28,6,1,0
cluster16,3,5,0,0,4,2,2,0,1,11,0,0,0,0,1,1,1,2,0,0,0,0,2,12,8,3
cluster17,1,0,1,17,6,9,11,2,0,1,0,1,5,0,1,1,0,1,3,2,0,0,1,17,6,1
cluster18,0,1,2,39,2,32,9,4,0,2,0,3,2,0,0,0,0,0,1,3,1,0,0,9,0,0
cluster19,2,4,1,8,5,7,7,1,3,3,2,0,2,0,0,5,1,0,2,0,1,0,4,15,5,3
cluster30,4,13,0,1,4,2,1,2,5,12,0,1,3,2,0,3,0,5,0,0,2,0,3,15,10,3
cluster31,3,5,0,2,5,0,0,0,1,11,1,1,0,1,0,2,0,2,0,0,1,0,3,9,1,6
cluster36,3,4,0,0,2,0,2,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,4,2,1,2
cluster37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster34,3,6,1,5,6,0,6,1,3,11,0,0,4,2,1,3,0,3,0,0,0,0,6,11,4,1
cluster35,0,2,0,2,1,2,0,0,1,5,3,2,1,0,1,1,0,4,1,0,0,0,4,6,4,2
cluster13,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
cluster12,2,2,0,22,3,14,5,2,0,3,0,2,2,2,0,1,0,1,8,2,2,0,2,10,2,4
cluster49,2,0,0,2,16,5,7,0,2,21,1,17,0,0,3,1,5,1,1,3,0,0,2,35,7,2
cluster48,1,1,1,19,5,3,4,0,0,0,0,0,0,2,0,1,2,1,6,0,0,0,1,7,1,1
cluster43,1,4,0,4,3,8,3,1,0,2,0,66,1,1,0,2,2,1,0,1,3,0,2,11,1,1
cluster42,11,11,0,8,11,1,4,0,1,2,0,0,5,4,0,3,0,5,0,2,1,0,6,15,4,3
cluster41,1,1,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,4,0,0,0,0,1,5,2,1
cluster40,5,17,1,1,6,4,1,1,1,16,0,1,1,2,0,2,0,1,0,0,1,0,3,13,17,1
cluster47,1,0,0,27,0,4,0,0,0,1,0,0,0,4,0,0,0,0,19,1,0,0,0,12,2,2
cluster46,0,0,1,28,1,3,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,7,0,0
cluster45,1,13,0,22,4,10,8,0,0,3,1,1,7,3,1,3,2,2,0,0,2,0,4,13,1,2
cluster44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster29,4,11,0,5,5,4,4,1,0,24,1,2,0,1,1,1,2,6,0,0,1,0,4,20,12,2
cluster28,0,0,0,71,0,2,1,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,7,1,0
cluster21,8,3,0,0,5,1,3,0,2,11,0,1,6,2,0,1,1,5,0,0,0,0,4,11,7,4
cluster20,1,32,0,23,2,1,2,0,0,3,1,0,0,4,0,1,2,3,0,0,2,1,2,12,4,1
cluster23,7,8,0,1,7,4,4,0,7,25,2,6,1,0,5,3,3,5,0,1,4,0,1,16,14,3
cluster22,2,10,2,7,9,28,18,0,2,2,5,8,1,3,2,0,4,0,1,19,13,0,1,18,8,2
cluster25,0,3,3,1,3,26,23,10,1,0,13,7,4,2,1,1,4,5,0,10,4,0,1,12,4,2
cluster24,7,8,0,0,8,7,2,1,4,22,1,2,0,0,3,2,0,8,1,1,2,0,6,18,17,6
cluster27,1,4,1,12,0,12,3,4,0,3,0,3,2,18,1,0,3,0,6,1,0,0,1,18,3,1
cluster26,0,2,1,1,1,5,3,0,0,1,0,1,0,1,0,0,1,0,5,0,3,0,0,13,3,1
cluster32,2,3,0,12,4,2,2,2,0,1,0,1,6,5,1,2,1,2,0,0,0,1,2,9,0,4
cluster8,4,12,0,4,5,4,2,1,2,8,1,2,7,1,1,4,0,6,0,1,0,0,8,11,2,3
cluster9,3,3,1,0,0,0,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,0,6,3,2,1
