cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,14,15,0,8,13,2,5,0,1,6,0,0,5,4,0,3,0,6,0,2,1,0,7,22,7,4
cluster11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster12,3,5,0,2,1,2,0,0,0,8,4,3,1,0,1,1,0,5,1,0,1,0,6,9,4,6
cluster13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cluster14,7,18,1,2,10,11,2,1,5,30,3,3,0,0,3,5,2,12,1,1,2,0,8,22,27,8
cluster15,2,1,0,0,4,1,2,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,2,4,2,0
cluster16,3,2,9,10,3,40,50,10,0,2,0,1,2,0,2,0,1,1,4,4,0,1,0,23,4,0
cluster17,7,15,0,7,15,6,8,1,0,28,2,5,3,1,2,3,2,7,4,0,2,0,8,35,19,4
cluster32,5,2,0,2,22,19,11,1,3,44,1,27,1,3,10,3,8,1,1,7,5,0,2,50,18,6
cluster19,3,6,3,12,8,35,33,1,2,7,6,16,1,4,2,3,7,3,13,19,13,0,2,40,8,1
cluster30,4,12,2,13,6,6,7,1,2,15,1,0,4,19,1,5,3,7,0,4,1,0,4,32,11,7
cluster31,6,13,0,5,6,4,3,1,2,9,1,2,7,1,1,4,0,6,0,1,0,0,8,12,2,3
cluster34,1,6,4,1,6,49,50,12,2,3,15,25,4,2,3,3,6,5,0,15,4,0,19,25,8,4
cluster29,1,7,1,4,7,1,6,1,4,11,0,1,10,4,1,4,1,4,0,0,0,0,8,11,6,2
cluster28,1,0,1,43,2,4,3,0,0,1,0,0,0,10,0,0,0,0,7,2,1,0,0,20,3,0
cluster21,5,31,2,25,14,15,14,2,2,14,2,1,9,6,0,5,2,5,1,3,3,0,7,35,19,3
cluster20,2,4,1,5,4,14,7,1,0,7,1,74,1,1,1,1,8,0,0,3,2,0,16,30,6,0
cluster23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster22,2,8,1,18,4,21,10,4,1,6,0,7,3,24,4,3,4,1,2,0,0,0,1,32,16,4
cluster25,5,6,0,0,2,0,2,0,1,8,1,1,0,0,0,1,0,0,0,1,0,0,7,4,2,2
cluster24,8,7,3,96,6,43,18,4,1,6,1,10,5,4,1,1,4,4,4,6,14,1,5,33,7,3
cluster27,1,5,0,2,6,0,0,0,1,11,0,0,3,1,0,3,0,2,0,0,0,0,2,13,2,5
cluster26,12,10,0,0,4,11,7,1,10,54,3,11,5,1,12,8,8,9,2,2,6,0,1,27,16,10
cluster18,1,2,0,93,1,12,2,0,0,1,0,1,0,17,0,1,1,0,20,5,2,0,0,23,3,3
cluster8,6,17,0,15,9,4,6,3,5,11,0,2,8,7,2,6,1,7,0,2,2,1,7,19,12,7
cluster9,1,3,2,37,6,5,4,1,0,1,0,0,0,0,1,1,2,0,15,1,0,0,1,17,5,3
cluster33,7,23,2,87,14,30,16,2,3,4,1,3,4,8,0,5,1,2,1,0,10,1,6,32,6,5
cluster2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster0,13,4,0,0,4,0,2,0,3,12,1,0,2,0,2,0,1,6,0,0,1,0,3,14,5,7
cluster1,7,13,1,42,11,51,16,5,0,6,0,64,4,5,0,6,8,3,7,6,14,0,4,37,10,7
cluster6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster7,2,2,1,0,0,0,1,0,0,7,0,1,1,1,1,0,0,4,0,0,0,0,4,6,4,2
cluster4,3,30,2,63,11,14,9,1,2,3,2,1,4,6,1,3,3,4,0,1,3,3,5,29,9,2
cluster5,1,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
