cluster,category,score
cluster54,citizen_journalism,0.20987654320987653
cluster50,citizen_journalism,0.23054755043227665
cluster51,comedy,0.23809523809523808
cluster52,travel,0.13641618497109825
cluster53,travel,0.1411764705882353
cluster10,gaming,0.45324347093513057
cluster11,travel,0.22459016393442624
cluster12,travel,0.15856236786469344
cluster39,travel,0.15739644970414202
cluster14,citizen_journalism,0.1687041564792176
cluster15,autos_and_vehicles,0.1623686723973257
cluster16,conferences_and_other_events,0.20771850170261066
cluster17,autos_and_vehicles,0.17598039215686276
cluster18,travel,0.16967871485943775
cluster33,travel,0.12374581939799331
cluster30,citizen_journalism,0.3029661016949153
cluster31,travel,0.1451048951048951
cluster36,autos_and_vehicles,0.18272841051314143
cluster37,citizen_journalism,0.14620535714285715
cluster34,default_category,0.248046875
cluster35,travel,0.22520661157024793
cluster9,citizen_journalism,0.6092796092796092
cluster38,citizen_journalism,0.1541095890410959
cluster49,autos_and_vehicles,0.199721399965175
cluster13,autos_and_vehicles,0.11175115207373272
cluster43,citizen_journalism,0.18164967562557924
cluster42,food_and_drink,0.2931785195936139
cluster41,autos_and_vehicles,0.1606425702811245
cluster40,autos_and_vehicles,0.353168044077135
cluster47,citizen_journalism,0.40660511363636365
cluster46,food_and_drink,0.3333333333333333
cluster45,health,0.22776911076443057
cluster44,autos_and_vehicles,0.20543293718166383
cluster29,conferences_and_other_events,0.1536
cluster28,health,0.3026854802002731
cluster21,citizen_journalism,0.5223642172523961
cluster20,travel,0.13819095477386933
cluster23,autos_and_vehicles,0.162557781201849
cluster22,autos_and_vehicles,0.23467966573816157
cluster25,autos_and_vehicles,0.16988062442607896
cluster24,travel,0.17252747252747253
cluster27,autos_and_vehicles,0.3641791044776119
cluster26,autos_and_vehicles,0.16863406408094436
cluster32,citizen_journalism,0.20427350427350427
cluster8,travel,0.12992357436801882
cluster48,food_and_drink,0.147119341563786
cluster19,food_and_drink,0.23577235772357724
cluster2,citizen_journalism,0.2787212787212787
cluster3,citizen_journalism,0.46659597030752914
cluster0,health,0.26636475916014823
cluster1,citizen_journalism,0.5120268675683035
cluster6,autos_and_vehicles,0.19195046439628483
cluster7,comedy,0.15274463007159905
cluster4,art,0.17693014705882354
cluster5,conferences_and_other_events,0.24271844660194175
