cluster,category,score
cluster10,health,0.3473684210526316
cluster11,conferences_and_other_events,0.15492957746478872
cluster12,travel,1.0
cluster13,default_category,0.25
cluster14,autos_and_vehicles,0.24166666666666667
cluster15,travel,0.2072072072072072
cluster16,food_and_drink,0.375
cluster17,citizen_journalism,0.6385542168674698
cluster32,travel,0.12236286919831224
cluster33,conferences_and_other_events,0.22950819672131148
cluster30,citizen_journalism,0.2033898305084746
cluster31,travel,0.25
cluster34,travel,0.22727272727272727
cluster29,travel,0.145748987854251
cluster28,travel,0.16831683168316833
cluster21,citizen_journalism,0.6633663366336634
cluster20,gaming,0.15853658536585366
cluster23,travel,0.24675324675324675
cluster22,food_and_drink,0.28735632183908044
cluster25,travel,0.1513157894736842
cluster24,citizen_journalism,0.2549800796812749
cluster27,citizen_journalism,0.22093023255813954
cluster26,health,0.14912280701754385
cluster18,travel,0.28431372549019607
cluster8,citizen_journalism,0.5833333333333334
cluster9,travel,0.18518518518518517
cluster19,school_and_education,0.27049180327868855
cluster2,travel,0.15425531914893617
cluster3,conferences_and_other_events,0.28
cluster0,autos_and_vehicles,0.22033898305084745
cluster1,food_and_drink,0.2
cluster6,travel,0.17374517374517376
cluster7,default_category,0.44144144144144143
cluster4,food_and_drink,0.21739130434782608
cluster5,citizen_journalism,0.3384615384615385
