cluster,category,score
cluster58,citizen_journalism,0.36923076923076925
cluster59,travel,0.25
cluster54,health,0.6923076923076923
cluster55,food_and_drink,0.20634920634920634
cluster56,school_and_education,0.23333333333333334
cluster57,autos_and_vehicles,0.21052631578947367
cluster50,travel,0.1951219512195122
cluster51,default_category,0.3404255319148936
cluster52,travel,0.23684210526315788
cluster53,autos_and_vehicles,0.14432989690721648
cluster10,travel,0.23636363636363636
cluster11,citizen_journalism,0.6027397260273972
cluster12,travel,0.24444444444444444
cluster39,food_and_drink,0.15083798882681565
cluster14,travel,0.16216216216216217
cluster15,citizen_journalism,0.3474576271186441
cluster16,music_and_entertainment,0.2631578947368421
cluster17,travel,0.2127659574468085
cluster32,autos_and_vehicles,0.18478260869565216
cluster33,citizen_journalism,0.3709677419354839
cluster30,travel,0.2459016393442623
cluster31,conferences_and_other_events,0.4230769230769231
cluster36,health,0.686046511627907
cluster37,travel,0.2127659574468085
cluster34,travel,0.34285714285714286
cluster35,food_and_drink,0.3904761904761905
cluster13,conferences_and_other_events,0.20422535211267606
cluster38,technology,0.3114754098360656
cluster49,citizen_journalism,0.22448979591836735
cluster48,food_and_drink,0.2413793103448276
cluster43,gaming,0.21153846153846154
cluster42,citizen_journalism,0.20161290322580644
cluster41,travel,0.2073170731707317
cluster40,default_category,0.18
cluster47,travel,0.19117647058823528
cluster46,citizen_journalism,0.5625
cluster45,food_and_drink,0.36
cluster44,travel,0.2289156626506024
cluster29,travel,1.0
cluster28,citizen_journalism,0.7058823529411765
cluster21,food_and_drink,0.30158730158730157
cluster20,food_and_drink,0.375
cluster23,autos_and_vehicles,0.31746031746031744
cluster22,conferences_and_other_events,0.2542372881355932
cluster25,travel,0.19047619047619047
cluster24,travel,0.14634146341463414
cluster27,default_category,0.24242424242424243
cluster26,conferences_and_other_events,0.16666666666666666
cluster18,travel,0.21739130434782608
cluster8,default_category,0.1559633027522936
cluster9,travel,0.2535211267605634
cluster19,literature,0.1958762886597938
cluster2,travel,0.2112676056338028
cluster3,citizen_journalism,0.6990291262135923
cluster0,default_category,0.4
cluster1,citizen_journalism,0.2604166666666667
cluster6,travel,0.1640625
cluster7,autos_and_vehicles,0.18316831683168316
cluster4,citizen_journalism,0.32608695652173914
cluster5,food_and_drink,0.3888888888888889
