cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,41,24,0,1,28,25,11,6,7,90,2,27,8,3,4,5,3,17,1,4,1,0,24,69,27,12
1,3,17,0,169,12,30,10,0,2,1,0,4,24,5,0,6,4,2,0,5,8,0,13,32,6,0
10,7,3,11,30,17,74,50,3,1,4,3,11,23,13,2,1,11,3,0,7,22,5,6,41,7,2
11,0,2,0,29,6,2,6,0,1,1,0,1,2,4,1,1,1,2,22,2,0,0,0,15,5,3
12,2,3,0,28,4,6,11,1,1,3,0,0,0,10,1,3,0,1,2,3,1,0,3,18,4,10
13,13,53,3,2,23,21,17,14,4,41,1,24,5,5,4,10,8,9,1,4,3,0,21,43,25,7
14,3,0,0,3,6,10,7,0,2,11,4,11,0,2,10,2,2,3,2,6,5,0,1,30,10,7
15,5,13,6,11,5,52,29,7,0,9,1,17,2,1,3,9,7,8,2,9,6,0,2,44,12,3
16,6,22,1,1,9,6,2,0,1,11,0,10,1,6,1,1,4,3,0,1,3,0,2,13,7,3
17,2,2,1,54,1,2,0,0,4,0,1,0,1,11,0,1,0,2,0,3,0,0,0,10,2,1
18,0,2,1,10,2,9,6,1,1,4,1,1,0,3,3,0,6,2,1,3,1,0,1,17,5,1
19,2,5,1,2,2,10,20,2,0,7,0,76,0,0,1,1,2,1,0,3,2,0,3,14,4,2
2,5,1,2,4,5,17,16,1,1,6,3,1,0,7,2,2,2,2,2,2,2,0,1,32,10,2
20,4,3,0,16,4,12,13,2,1,4,1,0,2,4,1,1,1,5,2,0,2,0,1,16,4,1
21,0,4,0,3,7,5,1,1,4,5,1,1,1,0,1,4,0,7,5,0,0,1,7,18,7,4
22,2,6,0,6,5,14,15,3,2,4,15,6,1,0,1,3,1,0,0,5,13,0,1,13,3,1
23,3,10,0,1,3,15,10,2,3,13,0,9,1,3,2,0,2,3,0,6,2,0,4,23,10,6
24,2,0,4,7,2,17,13,3,3,3,1,1,0,4,2,3,0,4,0,3,1,0,1,23,4,2
25,8,2,0,0,4,11,3,0,2,39,1,2,0,0,4,2,1,3,0,0,2,0,1,16,14,6
26,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
27,3,11,1,3,2,1,1,0,1,1,1,1,0,4,2,2,0,2,14,1,0,0,4,12,10,4
28,1,6,1,15,7,5,4,0,6,7,2,2,8,4,3,13,2,5,21,2,1,1,13,37,24,5
29,2,35,0,6,4,9,4,2,0,8,0,25,1,1,1,2,6,4,1,3,1,0,4,23,5,5
3,1,7,0,12,6,2,2,0,0,3,0,0,0,0,0,0,1,1,4,0,1,0,4,14,9,4
4,3,2,0,0,1,3,1,0,0,11,0,0,0,0,0,0,0,1,0,0,2,0,1,6,5,2
5,0,0,0,68,0,0,2,0,1,0,0,0,0,16,0,0,0,0,0,4,0,0,0,8,2,1
6,3,25,2,57,15,28,31,1,0,7,10,18,3,5,0,4,4,0,2,8,7,0,14,34,7,5
7,10,9,2,56,7,18,8,2,0,4,1,15,5,17,0,1,6,5,1,2,2,0,8,25,2,10
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9,3,5,2,1,11,3,2,2,2,22,0,0,0,3,2,1,0,15,0,0,1,0,6,14,12,0
